,Unnamed: 0,tweet,toxicity,toxicity_val
473,468,@Josh_Wisson @bethanyforsyth @JordBaylisss @elliepritchardd hench as,0,0.10442701
425,441,@maddie_schath YOU MADE ME LEAVE SO I WOULDNT BE LATE,0,0.07618833
471,466,Thwarted! A day off and I'd planned on not going ANYWHERE.   But the best laid plans... Oh well.,0,0.15366046
470,465,RT @ComeDineWithMe: @MRCM11 MANCHESTER! We are in the area meeting people today! If you think you have what it takes email CDWM@itv.com now!,0,0.025902493
469,464,RT @itsmovies: This. Boyfriend. Please. http://t.co/Yf5l676MDT,0,0.09054691
468,495,I'm always cold,0,0.2756415
467,494,"@TeamThirstTrap time for the #knifecontrol alert ""@Breaking911: Brooklyn: Two people stabbed at Flatbush Ave & Nostrand Ave""",0,0.14853242
465,492,@SShu11 @HorrorGirl76 @beavisita @MariHamill @larissaach22 @gospookm @akmd65 Wa State,0,0.06721286
464,491,@iLucario exactly! XD,0,0.0753037
463,8284,"RT @HilariousBubble: I don't care how old you are, if you don't respect me I'm not respecting you.",0,0.2812373
462,8283,RT @HeadcaseCancerT: It's #BRAINTUMORTHURSDAY again. Seek out a brain tumour charity and give them your support. Your one click from making…,0,0.19057141
461,8282,"Happy Dashing KathNiel Day! #Happy25th! (Some don't know why 25 is also a kn day. Well, only super solid KNs knows why) -🐨",0,0.080646046
460,8281,"RT @msmorganelease: Join SPECTRUM for an open forum regarding the controversy in Ferguson, Missouri, at 11 in the Commons!  There will be f…",0,0.04737074
459,8280,Vavavooom !!! Sexy (@peac_hy) Peace Hyde At MTN Hitmaker Auditions http://t.co/F90mz39DGt,0,0.12588269
458,8279,"PLEASE HELP JAPAN！ Remove offensive state in Glendale, CA public park http://t.co/1IHHcc66cJ",0,0.115186036
383,370,@PolandsBITW Alright.. http://t.co/nyJwTJNmNx,0,0.049552064
396,415,@taylornation13 Please God you follow me! Thank God 1989 comes out my birthday 💙 #ShakeItOffVevoCertified @taylorswift13 🙅,0,0.045696918
395,414,@JakeTWiiN i hit more clips then you tsss 💁,0,0.22023107
394,413,Official: Microsoft acquires Minecraft maker for $2.5 billion to boost Windows Phone adoption (Tech Times) http://t.co/QJlMBvSOeA,0,0.07415124
393,412,RT @NickCannon: the great people at @RafaelloandCo keep #NickCannon laced! Check for their pieces on #AGT and #WildNOut http://t.co/o8cf40P…,0,0.040701266
392,411,@Krusted @kylieminogue ya I bet you'll have a lot of fun!,0,0.04030318
391,410,@dlspatz Hi Denise isnt this true  Mirellexx,0,0.05894724
390,409,@imdylandauzat @theINTOUR definitely!!!! http://t.co/S1FXXmb6Rp,0,0.055215105
389,408,#Spokane #LiveMusic Today 1:30pm RiteAid on 29th Should be a beautiful afternoon http://t.co/sEuuw3BCkv via @fvghee,0,0.04539584
388,407,RT @justinbieber: my #beliebers and the @#%@#%@#%. haha,0,0.055447955
387,406,FREE Community Workshop: Prevention of Overuse Knee Injuries with Steve Tuesday Sept 23rd 6pm! Sign up today! http://t.co/zq9nitoZS0,0,0.11477587
386,405,RT @TheLantern: Ohio State’s J.T. Barrett collects two weekly Big Ten awards http://t.co/CVsRMBfG3s,0,0.06895575
385,404,@zaynmalik soooo can not wait!!!,0,0.03835958
384,403,Missing you.,0,0.10094622
397,384,"""You only live once, but if you do it right, once is enough."" :)",0,0.03276105
382,369,RT @RealTouchingPic: This man deserves endless retweets :) http://t.co/QIxM1hus6j,0,0.054898247
381,368,@CloudNujabe lmao I completely forgot about that,0,0.1975373
380,399,"This Thursday, September 18th is the 3rd Thursday of the month. That means it's time for another Community Wide... http://t.co/8WqxH1lBva",0,0.05528811
379,398,@TeeDollaaaa_  I am  It's going straight to the voicemail,0,0.18971491
378,397,"RT @lesleymac6: Super session weekend complete, top athletes #bethebest #netball http://t.co/uKOySQMa8Z",0,0.056511715
377,396,Her favorite position is the position you do the most damage in,0,0.11323175
376,395,Looks like I am cancelling my trip to Cabo @CaboNews,0,0.12515832
375,394,10 rts in 15 seconds,0,0.15517484
374,393,Do you guys like my new layout 💁,0,0.043409973
373,392,Easy Method For #Canning #Beans http://t.co/ZMSbw0nHDp #Livinggreen http://t.co/ietPlsoPTY,0,0.047464415
372,391,@hotdog6969 No Metz streams?,0,0.064653285
371,390,"RT @georgiawestox: Honestly don't think I can watch hollyoaks any longer whilst Finn is in it, makes my blood boil",0,0.29144916
370,389,WAIT. Harry's in the hospital??,0,0.21387137
411,430,RT @yogadork: Hypermobility vs Flexibility in Yoga (And Life): Do You Know the Difference? http://t.co/RpVUKPZZXQ,0,0.059833165
424,440,@Ribbons_BOWSS go do yo homework !,0,0.29507157
423,439,RT @ShawnMendes: Whys it so cold outside,0,0.14891739
422,438,"Chamber Orchestra was lots of fun today, thanks all. Still looking for a timpani player though!",0,0.046125453
421,437,@OCOYLE_RULES as I'm listening to it😂😂😂,0,0.06325754
420,435,"RT @Rubiu5: Weee! Nuevo video! EXCLUSIVA MUNDIAL de The Evil Within! :D Horror Survival puro, oh yesss https://t.co/tjCbQgvB9w Like y RT<3",0,0.15574649
419,434,@StoneNanaatlast 【ＲＥＴＷＥＥＴ】&Please FoLLoW @ProFootballWire @davecokin @FezzikSports @brandonrichard1 they FoLLowBack @,0,0.06897446
418,433,"Oshey boo""@vivian_ishaka: Happy birthday madridista @Praiz3_ age in grace!!!""",0,0.06376001
417,432,Smash Bros. for Nintendo 3DS: Costume Montage: Take a look at the costumes and taunts of all 36 members of the... http://t.co/qymm3hLOMu,0,0.09888385
416,463,Michiel Cornelissen Opens Independent 3D Printing Design Store: By Michael Molitch-Hou Dutch 3D Designer Michi... http://t.co/8RNQ2QvImH,0,0.08103903
415,402,@pezzxhazz RLLY OMG,0,0.08127274
414,401,When you guna show me how good it is with you 🎶🎧,0,0.067121886
413,400,"Whatever, I'm tired XD",0,0.3524258
412,431,"NGWANU “@Lepidopteran__: Celfieeeeee because, vain bunny👯 http://t.co/SzwB6OkSLY”",0,0.16912955
249,241,RT @I_am_lyric_1: @xolarrisa_ GM 👑😘☀️🌞,0,0.036339533
410,429,The hysterical audience was in fact my collection of figurines.,0,0.16104825
409,428,@ConsiderKidman loved the book so looking forward to seeing this tomorrow...!,0,0.026520582
408,427,How to use social selling throughout the buyer's journey: http://t.co/ZZh3JidGQz #socialselling via @HubSpot @LinkedIn,0,0.036843523
407,426,highly annoyed i cant talk to hannah 😳😠,0,0.31489733
406,425,RT @Ashton5SOS: Hey mexicooo and USA! You can get the amnesia EP on September 23rd baby! OH YEAHHHH! http://t.co/y4Q4MzBgGj,0,0.054479808
405,424,Good morning  from the Lollipop Baby  #FamLuvv #Fambam http://t.co/RYdFgzqWEo,0,0.11174206
404,423,throwback to when I was an offensive lineman http://t.co/JiqV1Bfqzs,0,0.17341198
403,422,RT @NWSFlagstaff: 1223 PM MST: Watching a building storm over the west side of Slide Fire scar. Stay tuned for updates. #azwx,0,0.06322041
402,421,There's always Friends to brighten a mood ❤️,0,0.05575012
401,420,@TaleOfUs Prepare yourself toBLOW YOUR MIND with my AWESOME #Podcast!Tracklist included!#DeepHouse #Progressive http://t.co/ypXu3PpuEq,0,0.058440484
400,419,DT MashUp safety briefing by @shellfree_ & @rowenawest Who could've guess marshmallow challenge could be so useful? http://t.co/kZ28JG7YQt,0,0.06804257
399,386,RT @wizkhalifa: Birthday boy. http://t.co/hW5eBkyrqA,0,0.07386384
398,385,“@TheEllenShow: It was 107 degrees in Los Angeles yesterday. That can only mean one thing - Time for Pumpkin Spice Lattes!”,0,0.07544321
91,83,@aye_selino ingat kayo! We'll miss you! 😭,0,0.038033016
106,127,I feel so dressed up rn at KVCC bc everyone wears sweats & I'm not..,0,0.2365318
105,126,@RachTeaBiscuit_ You've already made friends which is the hard part really and plus you'll have friendly faces (ME WOO) around campus too!,0,0.030466432
104,125,Choosing the goodness nursing run multiple series until feed on: lMyhxqn,0,0.07939461
102,123,How can you be motivated? — only by my mom http://t.co/aolJtmN6FA,0,0.039790213
101,122,"I would take a risk, just for you",0,0.14621347
100,121,ClassDojo has made my classroom so positive! Ss love it + Ps so engaged! Try it out! http://t.co/EaEXH4EqFQ #ClassDojoLove,0,0.026157353
99,120,RT @AlexTherese_: So much fun at @OfficialNWFF @chicnetworking @Lauren_CHICPR another AMAZING event 💖😘,0,0.02717189
98,119,"RT @ManUtd: .@AnderHerrera says Angel Di Maria is ""one of the best players in the world"" and praised #mufc's debutants v QPR: http://t.co/E…",0,0.04840958
97,118,Im Here :) http://t.co/7uJ3a6oAwi,0,0.060966156
96,117,Dinner with little brother who has no twitter. Thanks #Louie,0,0.12972157
95,87,NAB ALERT NAB ALERT WHAT IS THE MEANING OF THIS !!!! https://t.co/8bUJQH1Wfd,0,0.2571056
94,86,“@TrevorMoran: SOMEONE GAVE ME A HEDGEHOG HAT FOR MAX AT MY MEET N GREET AW LOOK http://t.co/ImbQPXEmp9” I WANT ONE 😍❤️😭,0,0.094837345
93,85,@jimmyt20 get it out NOW,0,0.060315404
92,84,RT @goal_intl: I was never going to join Manchester United - Muller http://t.co/mlNAKFQgiw,0,0.060437288
107,96,RT @BStBrussels: Social imbalance is increasing. Results of first EU-wide Social Justice Report http://t.co/FSUmDNXqpn #SIMonitor (jn) http…,0,0.05832352
90,82,New Zealand dismisses Snowden's claim it planned mass domestic spying: WELLINGTON (Reuters) - New Zealand was ... http://t.co/waiZTpzAtm,0,0.19424516
89,81,Uhp bright and early where ai at because gills about to get this work in......,0,0.18990879
88,80,Best discussion I have seen thus far on #inequality: Between Zainab Badawi and @dannydorling on @BBCHARDtalk http://t.co/VSNu033RdJ,0,0.041634995
87,111,But mom stop asking if I like leap years or not at 6 in the morning and expecting an intellectual answer,0,0.35984483
86,110,"#NoToSofitelDay65 #BoycottSofitelPHDay65 DON'T USE SOFITEL, if you believe in Kuya Daniel Razon   http://t.co/vcUxhNR5K4 .",0,0.080191284
85,109,RT @arianasback: i don't have any pets to tweet pictures of them with the holy bible in the picture with them to ariana 😭,0,0.121290065
84,106,Everyone dreams http://t.co/jeodJvgOUT,0,0.20635591
83,105,"RT @bmj_latest: #NHS must win over patients and staff to achieve a paperless future, conference hears http://t.co/IK9HzYldJe",0,0.0483551
82,104,@jongmeup am I dreaming? I don't believe what I'm seeing.,0,0.087970845
81,103,RT @rhumphrie2: Long Glass earrings Bridal earrings Swarovski wrapped Wedding day statement piece dagger earrings. #pottiteam https://t.co/…,0,0.08577701
80,101,I had a good Bono-free run,0,0.16312188
79,73,"RT @SuperSportTV: Rio Ferdinand on Moyes: ""Unintentionally, he created a negative vibe...He'd slowly lost us. I didn't enjoy playing under …",0,0.10216002
78,72,"RT @gouravmalhotra: We're taught in school to be deathly afraid of strangers, and yet who does us the most harm?",0,0.18314393
121,142,RT @Nashgrier: Get to see my Mom & Skylynn for the first time in 3 months 😁,0,0.030966101
134,151,I met this guy before& had no idea he was a #WWE wrestler!!lmao ! He's actually very nice #Bray #Wyatt http://t.co/9N9AsDhdJE,0,0.12093092
133,150,"@JeremyGeorge23 i know right! lets make sure everyone knows it too, share it everywhere! #TeamPresentMinds #PresentMinds #PDCmusiclabel",0,0.032469276
132,149,one person followed me and 2 people unfollowed me // automatically checked by http://t.co/mrOsrb3Nqd,0,0.10197897
131,148,if you don't think this guy is cute I think you have eye problems #NationalCalumHoodDay http://t.co/rj1GawKiQW,0,0.31557176
130,147,Invictus games 👍👍,0,0.08645132
129,146,I appreciate those who appreciate me! #blessed,0,0.031535182
128,145,"I'm at Magic Kingdom® Park - @waltdisneyworld in Lake Buena Vista, FL https://t.co/JPeEQUVuzG",0,0.05045063
127,116,RT @CLycanians: Lycanatics Gairanod International #LycaRulesTheInternetWorld,0,0.07928836
126,115,"@troyler888 okay I'm off to school.. :( have a lovely day be happy and stuff, stay safe! <3",0,0.05476193
125,114,What the Facebook IPO Means to #B2BMarketing Pros http://t.co/hOOiEGTIRa #Marketing,0,0.062724456
124,113,@calberrho thanks my friend! Always great to see you...,0,0.022264134
123,112,RT @joshmuratori: escaped to the cape http://t.co/LMHFqq3p0F,0,0.06689027
122,143,Vizzywig 4K App Enables 4K Video Recording on Your iPhone 5s for $1000 http://t.co/KJ3BNlIdRc,0,0.08702325
77,71,@alexxclarrke runnin' runnin'... runnin' run,0,0.13449433
120,141,Yoga festival comes to Canalside - WGRZ-TV http://t.co/15VVzpMq8q,0,0.09376266
119,140,"RT @omglifehacks: The best way to get the right answer on the Internet is not to ask a question, it’s to post the wrong answer.",0,0.115868434
118,139,RT @chelseafootball: Guardian: Premier League: 10 talking points from the weekends action: Chelsea look the finished article in att... http…,0,0.05477328
117,137,RT @_TrillSean: Please let this week fly by 😩,0,0.06081401
116,136,You could stir up trouble today by imagining people aren't tel... More for Cancer http://t.co/8WVR9sZnn3,0,0.19969657
115,135,@EmmaKatt1 oh no! 🙀 is she up to nortiness?!?,0,0.08955976
114,134,you the one i need 💖💞 ♫ Love On Top by @beyonce — https://t.co/vl5xzcVKFa,0,0.02290143
113,133,RT @callumvalentine: @patrickgowernz @publicaddress Did you need one?,0,0.038804453
112,132,Mission accomplished♢ Goin back to bed°,0,0.12071465
111,100,One person followed me and 2 people unfollowed me in the last day. Thank you http://t.co/5pgmZhk2Ew app,0,0.07518714
110,99,"RT @albertocontador: Gracias a tod@s,esta victoria es vuestra!  Thanks to all,this victory is yours! http://t.co/vLz6pODZuy",0,0.036953125
109,98,RT @ofarevolution: What a show - #mixfest more like best fest. Great to be with so many great people. @christinaperri @Phillips @jason_mraz…,0,0.03680419
108,97,fav week of the school year 😍,0,0.06976385
33,61,"The ghost stories told at the gather are all centering in my memory, haunting me as the hair on my back rise.",0,0.16275425
48,74,"RT @Lovelyvivii_98: @BatmanHaun i dont think i can, he's always gone. So now im all alone..",0,0.08036649
47,28,@MussartAhmadzeb @mughalbha  There must be a way to trace it out! All this technology & advancement!  Difference apart; this is very bad!,0,0.2521327
46,27,RT @UberFacts: Video games have been proven to be a more effective method of overcoming depression in teens than counseling.,0,0.11677771
45,26,@boohooforben That would be so cool! One day we'll meet & it will be fabulous :*,0,0.034605198
44,25,A desperate sign just inside Burger King at Charing Cross reads 'Please Queue Here'. Please!,0,0.17682113
43,24,"RT @xxxbgdwsb: GD and daesung, Epik high , Dara and park bom check in already",0,0.085195914
42,23,@__StevieDrae I have no idea,0,0.078330986
41,22,RT @ARoseDesigns1: Silver & Red Dragonscale Bracelet by ARoseJewellery http://t.co/Q62mrxFL9V via @Etsy #handmade #etsy #chainmaille,0,0.0457399
40,21,Small Businesses - Don’t let clients avoid payments. Insist you receive payment for past orders before letting them have further services.,0,0.06059384
39,36,Waiting for the NSA to take down this stream. #MoT,0,0.20032206
38,35,™beauty is but skin deep.....????,0,0.123162635
37,33,"RT @Radityadiiikan: Hi. I miss you. I know... You don't miss me too. But no problem, I'm strong. :')",0,0.03412357
36,32,✧  @NiallOfficial ✧   I love you seeing smile The life is much better  When you laugh  Read This?  http://t.co/yf03dEZErZ  Love U   21.944,0,0.034779575
35,63,"My Top 3 #lastfm Artists: Interpol (49), Regina Spektor (34) & Julian Casablancas+The Voidz (34) http://t.co/VzU0OE2LOH",0,0.10302129
49,75,Yesterday is but today�s memory and tomorrow is today�s dream,0,0.07952879
32,60,@Melyx_ why bebi?,0,0.059996713
30,31,2006-W Proof Silver American Eagle (w/all OGP) http://t.co/HZiYCQQr3v #preciousmetals #silver #gold,0,0.10775005
29,8317,“@FUCKlNG_PERFECT: The little things mean the most.”,0,0.2706909
27,8315,@katelyns_013 thanks keets! love ya! 😘,0,0.02830878
26,8314,The truth.,0,0.20514776
25,8313,RT @Students4LifeHQ: Enough is enough. #prolife #prolifegen #abortion http://t.co/yjfZfTCBgZ,0,0.14649142
24,8312,@JRCherry3 @SirFranksnBacon @TonyGrossi I don't think ppl recognize that in 1st 3gms the coaches & QBs where Super Bowl coaches or MVP,0,0.11141757
23,8311,RT @sumnlethal: Each time u get on a new level prepare yourself for a new devil,0,0.29996255
22,8310,RT @zyaishajane: I dont see how some people party every weekend. I just cant.,0,0.29888204
21,8309,@SHlZUOS it is,0,0.054889508
20,4,Here's my 1st official Vimeo for #Rishbala ♥ @VivianDsena01 @drashti10  ♥ https://t.co/ivEAiICDyK  You guys definitely gonna like it :-),0,0.03441604
19,2,@jthizzle when was this,0,0.05217815
18,1,@KianLawley HEYY HEYYY HEYYYY!!,0,0.052751373
63,59,"RT @bfiben: ... HEAD OF UK AUDIENCES, NET.WORK COORDINATOR & CONTENT EDITOR, UK AUDS COORDINATOR, OPS COORDINATOR... http://t.co/m68IpNymEk",0,0.099018365
76,70,RT @CraveMoiThought: MILEY CYRUS IS AN OUTFIT REPEATER http://t.co/do1h3LaFPu,0,0.14918388
75,69,"""Sometimes we don't realize how blessed we are to have our mothers in our lives.""",0,0.0528349
74,68,"What are you reading, Lucian?",0,0.04844851
73,67,RT @nahbiebercarter: This is me when all my idols are doing follow spree 😂 http://t.co/16KhRNR2Xe,0,0.072650544
72,66,Plastic pollution choking Australian waters: study #NewsAd link http://t.co/EMwVKvmp1h,0,0.2297755
71,64,Civil War officer's heroism earns Medal of Honor http://t.co/8AaFJXUE1m,0,0.10746661
70,95,"""Hearts in Atlantis"" (2001) is a pleasant movie (C) #DallasCritic <nbxviu>",0,0.07437568
69,93,OPEN DAY SESSION | THU. 18th Sept! http://t.co/RoTMj7bXMd #openday #london #hair,0,0.062163312
68,92,We haven't had rain in agesssssss,0,0.15102169
67,91,CBB Treasury Bills oversubscribed by 209% http://t.co/lzdCVaxQEh,0,0.11066454
66,90,New Job Posted: Labor & Delivery Nurse – (LD RN): American Mobile Healthcare require a “Labor & ... http://t.co/4ILUYv0po0 #JobsInDenver,0,0.08716616
65,89,"Never cry for someone who hurts you, just smile and say ""thanks for giving me a chance to find someone better than you.""",0,0.094670676
64,88,"It's Twitter, everybody gone have their own opinions about things that are posted",0,0.23709513
135,153,RT @TheMattEspinosa: I don't understand our conversations sometimes @jackgilinsky http://t.co/BQ23q3EFRo,0,0.07363474
62,58,Nuevo en #Netflix: Dirty Work Link: http://t.co/J63CiBqUFI,0,0.19607392
61,57,i'm so lost https://t.co/swlk2DB4Zf,0,0.30200833
60,56,"Skin shocks used at Mass. school draw FDA look: CANTON, Mass.     (AP) -- Some cut themselves. Others slam the... http://t.co/rY5wy2bzRu",0,0.2088394
59,55,@kanyewest  dropped his show to yell at a fan for not standing during his show.   That fan was in a wheelchair. Ugh.  #KanyeWest #Dick,0,0.32483634
58,54,@zingtv Hatsoff 4 all the magicians who build our world,0,0.08467625
57,53,"1/2 ""Between 2008 & 2014 trips using pay-as-you-go Oyster cards rose in price by 61% for bus journeys & 47% for the underground"" #TFL",0,0.09786551
56,52,"Reekado Banks""@Baddman20: Which banks do u use ? #Berinda_by_icee_ft_splash #KellyhansomeDotcom""",0,0.057526477
55,50,@jason_dohring Still can't believe I got to meet and hang out with you! Safe travel home tomorrow #DreamsDoComeTrue http://t.co/d8iViq3G6b,0,0.025436472
54,49,"@fplogue @irishexaminer But when cited incorrectly, it's the same old bovine by-product.",0,0.21926953
53,48,@joeivalentine_ Those movies are great!,0,0.058340754
52,79,It was a tough battle but the win is mine!!! #RealBoxingGame http://t.co/7RrOQiccGs http://t.co/jNDSVT27Yk,0,0.063535765
51,78,"Napping for just 6 minutes can help improve your memory.""",0,0.06883842
50,76,@VDmitr2012 @Trixistreasures @sexyAngie0  @VDmitr2014 @facepalmtm @SimoneAlbuque10 @csheORG @Mechis_M @Sanderbest #RT & Thanks! @tfbmj,0,0.059021305
206,8299,You know it's gonna be a long day when you forget your headphones at home,0,0.3043756
220,216,RT @aisyahzuhairiya: oh god i miss all of them :-(,0,0.25004908
219,215,"""@Jaekim86s: Moosuk so handsome TT RT sheracassiopeia: Omggg Moosuk long hair~ ahhh HANDSOME http://t.co/k0Fj7VzBAR""",0,0.0623673
218,214,"RT @JennyBurnley1: Farewell South African King, see you next year. http://t.co/1Bog18ETkp #poetry #MondayBlogs #JennyBurnleyblog http://t.c…",0,0.040041894
217,213,http://t.co/tTYrceHxzg @nationaljournal &Is Hillary Clinton Too Hawkish for Iowa Democrats? http://t.co/pbEZJ0obmK,0,0.19013858
216,212,"@SoTotallyToby @InTheLittleWood It would mean that, maybe a mc2?",0,0.055775043
215,211,🐼  @ChrissyCostanza  🐼  i cant buy the beanie online bc mom's got no money haha but i want that beanie so bad #stalkmechrissy x58,0,0.11474399
214,210,I'm too ready ! I don't even watch 106 & park anymore but will be tuned in to see No Love Remix today . @AugustAlsina,0,0.05685916
213,208,RT @GagoCaro: 💚💚💚💚💚💚💚💚💚💚💚💚 Please RT this! #TannerToSanFrancisco and tweet it! 💚💚💚💚@TannerZagarino 💚💚💚He means everything to me💚💚💚💚💚💚💚💚,0,0.035457294
212,239,@Michael5SOS 😍😍😍🙏🙏💍💍🍆🍌🍌🍆🍆😍😍🐯🐯👽👽👽👾👾🎮🎮🎮🎮  hi michael from 5sos can u plss follow meee i love u so much 👾👾👽👽👽👾👾🎮🍕 you are my sunshine x2435,0,0.028575446
211,238,@RaymondAtivie if I was hair I still wouldn't dye (die) for yu!!!,0,0.2799468
210,237,Find freedom in the ability to transform and liberate yourself because it will free you from sadness and social scars.,0,0.098762915
209,236,This Is how Small an LMP1 Car Is http://t.co/yEYm75vGdk @Perrinn_myTeam #24LM #FIAWEC @BerthonGroup @FIAWEC #LM24 http://t.co/2sL2vPXM3D,0,0.058276083
208,235,@SamuelHerrera6 Thanks for following! #AngelsOnTheBattlefield,0,0.032459717
207,8300,@lexxxmartin when that ??! 👀👀👀,0,0.055902917
221,218,#TAX  T2000 gas fired room sealed unit heater T2026A by Reznor UK Ltd - an ECA listed product. - http://t.co/HsJhxzhWJf,0,0.12105008
205,8298,@HeatherGreen187 never girl!,0,0.08774695
204,8297,@mainzors PLS. Exams soon. PLS.,0,0.059495933
203,8296,RT @Nitaya_x3: “@iQuoteComedy: I really wanna do this 👌 http://t.co/fK3T62eHEk”,0,0.040084023
202,8295,I'm so tired :(,0,0.28805342
201,8294,"RT @sweetman_chris: Excited about our event tonight with @pinkylilani, clients, friends & colleagues from @consultcapital @Capitallawllp an…",0,0.029409664
200,8293,"I'm bored , someone talk to me! 😒",0,0.3950243
199,196,"@CodySimpson follow me please? this mean so much to me, i love u. realize my dream please my angel 💕 x129",0,0.022442056
198,195,"@notch OH FOR GOD'S SAKE!  Hope to see some of your future projects. Remember,changing the world isn't a bad thing until people notice.",0,0.06652035
197,194,~#MamiiGuerrero ♥.♥ ​Ellie Goulding Is Planning To Visit Kate Middleton As Soon As She's Feeling Better! http://t.co/w8B5zqZ5eg,0,0.042373043
196,193,RT @johndcaudwell: I am sickened and saddened for nearly 6000 wonderful employees  who made @Phones4u into a great business. #ruthlessvodaf…,0,0.17521685
195,192,RT @PTIofficial: PTI has challenged the imposition of Section 144 in Islamabad.,0,0.11299642
194,223,#win a THIS IS WHERE I LEAVE YOU prize pack on BookHounds from wbpictures #TIWILY at maryinhb http://t.co/MDOVNOXSMm,0,0.044762682
193,222,RT @salafidawahcom: Explanation of “Allaah is Above the Throne”. By Shaykh Zayd al-Madkhalee http://t.co/SEZbpuJLdZ,0,0.075970404
235,230,(#LosDelSonido) Funeral Scheduled for Trooper Killed in Ambush: Funeral for Pennsylvania trooper killed in ambush is Th...  (#IvanBerroa),0,0.19197486
248,240,Phone rosak . All contact lose . Shizzzzztt,0,0.37062395
247,271,@christytx12 Thanks for the retweet! @EmrgencyKittens,0,0.028748345
246,270,RT @Try_ihT: #Iconremix please i want a repeat of today's audition..its all about my baby @Amanua_,0,0.03927014
245,269,"#Caltrain NB221 is finally here, 15 mins late",0,0.1022148
244,268,@G6lock happy birthday youngin,0,0.07845539
243,267,RT @ianftpaul: Friendly reminder that these are the boys who wrote 18  *she's got a naughty tattoo in a place that i wanna get to* http://t…,0,0.29498544
242,266,RT @Fact: The right ear is better at hearing speech and the left ear is better at hearing music.,0,0.09572699
241,265,No-more #AmyWinehouse paid-albums? - Then... publish it as download for free :-) #U2 #iTunes http://t.co/yudOQHg1HG #AmyWinehouse31,0,0.05176644
240,264,I have to stop thinking you still care.,0,0.13950695
239,234,Someone might try to persuade you that you're doing the right ... More for Virgo http://t.co/izITd5taob,0,0.065871075
238,233,"@SundeenMark Your story, Chasing the Sunchine South, mirrored my experience driving through mexico in 2009. Thanks!",0,0.038780846
237,232,@solilo_q ;aaaaa; okay...tell me ow it taste like. XD we dont have a lot of giant spiders here,0,0.25099
236,231,@tackyz LMFAO😂,0,0.18211335
192,221,@Hareyark_Fuu any major stationary store should have them,0,0.08392686
234,229,"RT @samatlounge: So, we'll be running #HCGiveaway until Xmas. Checked with @gwr & it's officially* the biggest book giveaway ever.  *not of…",0,0.047399167
233,227,RT @simonlporter: Explore the benefits of Pay as You Grow model for #MSPs on IBM Enterprise #Cloud System in blog http://t.co/h0hUeVa0Dp #S…,0,0.04358621
232,226,Another fine Italian sausage we met yesterday called 'Lump' http://t.co/7s05upVzyC,0,0.29533505
231,224,From the highlights it looks like the Seahawks played good defense yesterday its just the Rivers was better,0,0.1339526
230,255,Why do beauty pageants still exist and what's the point???,0,0.09805739
229,254,“@FamousFangurl: Before joining fandom : - Innocent - Shy  After joining fandom : - I even can't describe....”   @beatificlou how true,0,0.08715865
228,253,@swimminginfeels IT'S SUPPOSE TO START GETTING WARMER THIS WEEK HOPEFULLY,0,0.06429268
227,251,RT @inestevenson: HAPPY HOLI http://t.co/pIRbdbc8dZ,0,0.13091958
226,250,2 people followed me in the last day thanks to http://t.co/PWIxICBC0F app,0,0.05579128
225,249,You may be operating under the illusion that whatever you crea... More for Libra http://t.co/dgy5OvkH0q,0,0.14737697
224,248,"@OriginalPrey1 @Pindalicious @Egojivn @Greeneye_6 As I can see WHY I love DkS, yet lotsa folks don't like it/play it.",0,0.06576559
223,220,@91hwejii follback,0,0.06259372
222,219,RT @splcenter: More prison doesn’t mean less crime http://t.co/PofI3ITZb4 via @civilrightsorg http://t.co/Sq5KJWrzta,0,0.16905424
149,166,This is just so beautiful,0,0.07574293
163,179,"As more gov docs are now secret to deny access requests ""it really speeds up the process when everything is withheld"" http://t.co/m1Jx6z9QpI",0,0.12584642
162,178,"RT @DwinaChristYers: ""@OFChristyersDPK: @Cherrybelleindo [instagram] | @Twibi_Voices @Pku_TwiBiBoys @TwibiesKTB_OFC @Twibi_Peace  http://t.…",0,0.059501905
161,177,@LindsayInTheSky pretty awful as far as him looking depressed and disengaged. There's a calmness about him now & he can't really seem to,0,0.26536265
160,176,"@AmandaKespohl do eet! It's different, but still a very good read.",0,0.042212546
159,144,🌸💭🍇💭💎  Luke Hemmings from 5sos🍆  are you the sun? bc you light up my world every day.☀️  pls follow me?💙  ilysm🍉  @Luke5SOS  🍉💭💜💭🐠  luke,0,0.034691725
158,175,"@ashish30sharma @shampa_s @JDJ_7_colorsTv wow sir ka air performance tha really starting awsum, outstanding,end htsof http://t.co/Ed77TgSvwh",0,0.10548025
157,174,"I'm at Starbucks in Flushing, NY https://t.co/agunWgPfuF",0,0.11589768
156,173,"Just added #SocialSignup for @BconCC - Sign up easily now, with  #google, #twitter or #facebook  https://t.co/yFKJzo9Mr9",0,0.0477601
155,172,"You're my one love My one heart My one life for sure, lemme tell you one time (8)",0,0.04232472
154,171,Minority behaviour. 😆 http://t.co/qv6DbrbTSF http://t.co/oo3fqdi4Lp,0,0.26062965
153,170,7 T-ara Hwaiting ! #SBSPopAsiaTARA,0,0.06267378
152,169,by shadil http://t.co/NApVe76z9R http://t.co/UNRbWSuhtc,0,0.18387985
151,168,RT @LittleMix: In honour of #LondonFashionWeek here's the girls looking VERY glam at this years @GlamourMagUK Awards ;) Mixers HQ x http://…,0,0.04680007
