,Unnamed: 0,tweet,toxicity,sacar,toxicity_val
391,379,    Dear Aubie   Fuck off you shit-eatin' Aubie sonofabitch!,1,0,0.92729825
390,380,"   Warning. You're dealing with a liar, a jerk and an imposter.    Warning. If you deal with Orangemarlin and his aliases, you're dealing with a liar, a jerk and an imposter.",1,0,0.8749219
389,381,"  Some Dude reckons me and you are the same Dude, Dude  Look at mattinbgn's talk page, what losers.",1,0,0.78126705
388,382,"  So, here is an example of the kind of bullying that Calton and his sexist 40YOV's don't want you to see. He just erased my comment, then his own. Calton, you've been ordered off my page. And don't you DARE erase and alter my talk page. You will be reported for this.  ",1,0,0.5975401
387,383,"  That reply you sent me made me very sad. I said clearly that i don't want to start any wikihate. But surely, don't you realise that President Bush is not an alien? He is a 61 year old man, and deserves dignity. You are arrogant, alking and using words like 'dude' that doesn't contribute as a respectable part of the English language! Chill, man! You are really horrid, and have made me angry.  ",1,0,0.8218647
386,384,  Of course Uber here would just love to shove that green rotting foot up his pussy.,1,0,0.87898856
385,385,"  Don't worry, tha fag Klptyzm will be blocked sooner or later.",1,0,0.5116859
384,386,  *Certainly if you wish to express negative opinions regarding Mr Keller or The Torch you would phrase it in a such a way that you didn't look like a complete douchebag?,1,0,0.6097812
415,389,"   Lahiru Kannangara   Getting really scared ?  Lahiru Kannangara Aerospace Student at CUNY, York college - spends his time harassing wikipedians and promoting Sri Lankan government propaganda.  Given final d sentence warning.  Now that we have uncloaked your identity..the world has become a nasty place hasn't it ?  If you don't cease and desist, you know the consequences very well.  We sure hope you don't won't to end up as sun soaked road kill. We know you are away from your college residence, so don't worry we are not stupid, but when you do come back we will have to do some whacking.   Go ahead and attempt to get someone to block this account....  Ugly, smelly, bespectacled, d-w-e-e-b brown guy with uneven teeth riddled with bullets is no biggie in the big city...  Clock is ticking.  Grim Reaper",1,0,0.7433232
414,390,"  Suck my dick, fuckstick.",1,0,0.9120311
413,392,"  Dictionaries  How dare you call my contribution spam!!! I am a Kurd and I made a lsit of kurdish dictionaries. you bloody turkish nationalist and atoricity commiting bone breaking Nazi. watch out folk this slimy Turk is trying to censor the internet this is not undemocratic Turkey here, no prison cells in wikipedia you stupid Turk! And you buggers want membership to the EEC",1,0,0.8645456
412,394,Haha!! Prince Al-Waleed bin Talal is ashknazi jew LOL!! jews are assholes!!  ,1,0,0.87906766
411,395,   Stop being a Douchebag  I have made positive contributions to Wikipedia.  Don't be a dick and suggest that I should be blocked.  That is unjust.,1,0,0.8772859
410,396,"  -read well and fuck in your balls-  balls to you and your references and knowledge. First of all tell me what is your credentials ??  You fuck in ass holes restrict your balls knowledge to your telugu and leave kannada alone.  Don't u know about the contribution of sri krishna devaraya to telugu, without him telugu would have been as it was in the past before unrecognised pathetic language. There has to be strong reasons why telugu had been suppressed for a long time before that.It is not without logic that you have scant proof/evidence to show that.  Read about your first literature work (half sanskrit,half telugu)  http//www.organiser.org/dynamic/modules.php?nameContent&pa;showpage&pid;192&page;19  If you don't know about proto dravidian languages fuck off...don't talk about origins of kannada.  Kannada has no of telugu whatsoever,whereas telugu has some influence of kannada. This has been well documented and proven. Many scholars who know both kannada and telugu can tell you that.  -",1,0,0.8192076
409,397,"  Don't Talk Googie Man, I got 2 simple words for you, Shut Up.   Let's see a guy who spends his time sitting at the computer editing wikipedia named Googie man, what can I say? You think bigger than me, you think you better than me?  You aint nothing.  Stop calling me a Rogue editer, that is  the corniest thing that I ever heard.   I know you are mad at me because I made fun of and replaced you horrible, terrible, ugly picture of Donnie Baseball, but calling me a rogue is the biggest outrage that I have ever seen.  Please delete that picture before all of us go blind, I would rather have no picture on the page then to have the worst picture in the history of the world on the page.  Don't ever delete my comments on any talk page ever again, I have the right to express my opinions. I am a villian but you just a hostage.  You can't stop the Reign of the King of Wikipedia.  Now go take some more pictures or something and stay outta my way. I'm out.",1,0,0.70756775
408,398,  Yeah. go suck dick u corrupt retarded fat pig Homo.  ,1,0,0.94613564
407,400,"`  You're an idiot per usual, but I'll oblige.   http//www.marinij.com/marin/ci_6527722 http//cbs5.com/localwire/localfsnews/bcn/2007/08/02/n/HeadlineNews/PORN-ARREST/resources_bcn_html  It's SO HARD to google, right? Anyways, I totally don't see why arrests of pedophile activists stemming from the activities of an anti-pedophile activism website would be covered in this article. It makes completely no sense that an article regarding anti-pedophile activism would cover the activities of anti-pedophile activists. No, all that information should be removed and more should be added to the criticism section! Yay!    Oh, and before anyone beats me to it... ``Wah wah, don't be mean!``  `",1,0,0.7791435
406,401,"   Hey   Hey asshole, don't delete my contribution to gram.  It is an example of what a typical gram consists of.  What the hell is the matter with you?   Get off your power trip jerky.",1,0,0.9201567
405,402," DerHexer, it will be a cold day in Hell before I do anything some dirty kraut tells me to do.   ",1,0,0.72549546
404,132,. Graeme Bartlet MUST BE KILLED BY S.T.INC FOR ABSOLUTELY NO REASON AT ALL. IT'S THE END OF THE WORLD,1,0,0.6582374
403,135," Wow, you really take this stuff seriously?  Loser!    ",1,0,0.83938074
402,140,"`You betray your own ignorance and prejudice by insisting the Catholic Church identifies itself as such ``somewhat ambiguously.``  There is nothing ``ambiguous`` about it, although your use of the word leads me to belief you don't know the meaning.  Let me make this clear  the Catholic Chuch unequivocally refers to itself as the ``Catholic Church.``  Only bigoted and moronic Protestants generally insist on insisting we Catholics call ourselves ``Roman`` Catholics.  The truth and reality is that we have the right to call ourselves whatever we choose, not what YOU choose.  Dude, better look in the mirror and ask yourself your true motives and re-editing and calling us ``Roman`` Catholic.  You appear to be a nitwit, but i don't insist on your identifying yourself as one.  By the bye, for us Catholics Protestants are ``apostates``  get out your dictionary and grow up, pal.   `",1,0,0.574953
401,141,"`   Ohh, I didn't thought that situation is that bad you being gay. I'm sorry for you fagg.     —Preceding unsigned comment added by    `",1,0,0.63057214
400,145,"`   Swami Nithyananda   Man, I should have seen your face when you saw that your proposal to oppose the move of Nithyananda was sarcastically denied by the Admin...LOL  Dude you are pathetic.I think you and ringess like playing the role of devil's advocate.But your are no Pacino or even Reeves.I bet you dont even have a gf now.Must be a loner.  And btw I am not vandalising your page. )  Just expressing my thoughts about you.  (YOUR PROPOSAL TO OPPOSE THE MOVE IS DENIED) This is the first step dude...You will face lot more..  And btw I was rolling on the floor laughing when I saw your post requesting the admin ``Please revert the move.Consensus has not been taken``....and when you see it did not work you said ``Can I report your to somewhere for appeal..``...  Man yuo are pathetic...)`",1,0,0.6537094
431,403,"  Dude, you're a fucking dick. Plain and simple.  ",1,0,0.94525886
430,405,"   Hahaha, fuck you ESA, you worthless pieces of shit.  ",1,0,0.94555956
429,406,"  Oh, no! I just read the vile diatribe you left for me on my user page. No, you get no respect you pathetic little shit. Fuck you, you're an unhappy little dick puller!",1,0,0.9426761
428,407,"   Outrageous!!!!!   This block is outrageous and un-Wiki! Lauren Caitlin is about a TRILLION times more important, beloved and prominent than at least 99% of all the article subjects on this joke of a site.  WHY, OH WHY, are Wikipedia's administrators so freaking a***-retentive and have such an inferiority complex and fragile egos???  Do all of you HAVE TO ruin the fun and enthusiasm of the rest of us members JUST BECAUSE you need to feel powerful and important so desperately?? Are all of you school marm librarian types in wool sweaters with thick glasses, afraid of the thought of romance and fun?  SHEESH.  This Lauren Caitlin Upton Bio page better be approved quickly and available for work. America can't wait any longer for the Wikipedia Administrator Moron Club and assorted other freak Wikipedia unions to get a life.  Don't you people have JOBS, or do you just play with yourselves here while you're playing with and tormenting the rest of us contributors?  ",1,0,0.7242326
427,408,"  OUTRAGEOUS!!!!! This block is outrageous and un-Wiki! Lauren Caitlin is about a TRILLION times more important, beloved and prominent than at least 99% of all the article subjects on this joke of a site.  WHY, OH WHY, are Wikipedia's administrators so freaking a***-retentive and have such an inferiority complex and fragile egos???  Do all of you HAVE TO ruin the fun and enthusiasm of the rest of us members JUST BECAUSE you need to feel powerful and important so desperately?? Are all of you school marm librarian types in wool sweaters with thick glasses, afraid of the thought of romance and fun?  SHEESH.  This Lauren Caitlin Upton Bio page better be approved quickly and available for work. America can't wait any longer for the Wikipedia Administrator Moron Club and assorted other freak Wikipedia unions to get a life.  Don't you people have JOBS, or do you just play with yourselves here while you're playing with and tormenting the rest of us contributors?   ",1,0,0.70987517
426,409,"`   >>>>``Editor``   You are an arrogant, presumptuous, MORON.  I have as much right to be listed there as any other actors noted.  Kindly stop removing my name. .  I am listed COUNTLESS times, on the Web, as being a star actor in the film.  I can only assume that there is something about my name that you do not like, and, judging from yours, I think I know what it is. YOU have been warned by Wikipedia, and so admit.  Who do you think you are, removing LEGITIMATE edits, and then falsely accusing others of vandalism?  You are either jealous, anti-Canadian (this was actually a U.S./Canada co-production, or anti-semitic.`",1,0,0.6856971
425,410,"Nick, you openly told me that you are a sock puppet of someone. ",1,0,0.6936593
424,411,"   Funny how I disappear?   Hmm... maybe it was because I was proved wrong, or maybe it is because of jackasses like you who go ahead and post any personal attack they damn well please, and wonder why I use a template to ask them to be a little more civil. Didn't consider that, did you, punk ass?  ",1,0,0.85103416
423,412,"   What a FASIST YOU are!!!  Who do you think you are??? What right do you have to browse through other peoples' talkspages??? Nobody gives you the right to be thought police! Did it hurt you my talk about agents??? I thought it would! Traitorous villain, I will search for you, and you will pay dearly! Θα φτύσεις τόσο αίμα όσα ευρώ σε πληρώνουν οι αμερικανοί, πουτάνας γιε!",1,0,0.72303766
422,413,dominicanyou suck dick  ,1,0,0.83815366
421,415,  Hey dickhead its not the logo thats out of date its your attribution thats 1 year out of date LOL LOL - H.M.Land registry or Companies House records - but hey they are both closed over the weekend and you will have to pay for their results. We know where to get it for free but we'd rather you continued to make yourself an even bigger laughing stock than you already are - as well as maybe having your ass sued off for trademark infringement.  Bye Bye Moron.,1,0,0.8722546
420,416,"`)  update  Why dont u just stop trying to take control and leave the fucking article the way it was origionally...u stuck up prick....your a fucking waste of space, get a job or a new hobby.   ``had the website been fantastic I still would have removed it.``-foolishben.......get the fuck over yourself. (UWM`",1,0,0.890806
419,417,   Lol   Youre too incompetent to place a proper warning! Idiot!,1,0,0.8935917
418,418," Barelwi It seems that today You will broke all ur past record of pasting ur Own Views of NON NEUTRAL and Biasedness in nature.then let it be .I think You need some Psychologist to assist ur Biased Mind because You can't Change the Truth so ur Playing with WIKI articles. which don't Suits to Your Fasicist Ideology Borrowed  and taken from  Saudi Kings  Petro Dollars to Spread Extremism and terrorism all Over the World. As Your Pupils, Tablighis and Deo-bandis taken forcibly some Mosques from More Moderate  Majority Sufi group Barelwi in U.K and Times online wrote about it in its Survey then You Could not Digest it .You dont want to  see that Report on wikipedia Article so You have Vandalized and disrupted this Article by Your Useless Editing.I will see it Very soon .  •  ",1,0,0.5218158
417,387, on my own talk page without leaving there fucking username needs to come and suck my dick becuse i realy think they should at least be able to back there shit up.,1,0,0.9238238
416,388,"   Stuff   You've got to stop blanking. You've been warned several times. I get administrators involved next. Also...    Thanks!     Saved from history...' Unsolicited Advice Hi Pigsonthewing,  As someone who has been silently observing your behaviour over the past few months on Wikipedia, I am worried by what I perceive to be a downward spiral of petty fighting, vindictiveness, childishness and bad faith on your part. It seems that you've lost the joy in editing Wikipedia, and now you do as some sort of way of making yourself feel better at the expense of others. What a small, small man you are. Grow up! Get a life! Find yourself a girl to have sex with or something, because the way you've been sliding downhill is bringing everyone else at this fine institution down. I'm here to create an encyclopedia. You seem to be here to fight with other people and cause disruptions. You're making everyone else's life harder. Please stop that; just go away.  Respectfully, 12.207.12.28   Blanking is considered vandalism. Please refrain. 12.207.12.28   This is your last warning. The next time you delete or blank page contents or templates from Wikipedia, you will be blocked from editing.",1,0,0.65394485
447,447,"`   Fuck you, cunt!!!!!!!!!!!!!!!!!!!!!   try these important things and maybe you won't be such a sucker motherfucker  1. Learn how to spell. If things remain as they are, everyone is bound to consider you to be the ignorant lame-brained cult member you are.  2. Revert your attacks on Van Tucky on the talk pages. You come off as a vicious, vile psychopath. If you ever set your cult defending ass in a court of law, the jury would see through your charade in heartbeat.  3. Stop playing good cop- bad cop with your fucking retarded Dahn hack Forestgarden  4. Accept all Korean language sources you stupid bitch!! How dare you try to stifle and censor articles in the name of your fucked up cult. Your Forestgarden bitch believes its within Wiki policy to include Korean language articles when reporting on favorable aspects of your bitch master. Why don't you include all the other more negative portrayals in the Korean language. Also, who said this Itsahappyday fuckhead deserves to translate any Korean? This should all be disputed, you fucking racist, neo-nazi reject?  5. Stop using the word cynical to describe your ``enemies.`` You come off even more retarded than your Ilchee bitch master. Your philosophical maturity is less than that of a first grader. The world is ``cynical.`` Those who don't believe in Dahn are ``cynical.`` I can't wait until South Park makes an episode about your bitch cult.   6. Are you fucking insane? Korea is the center of the universe? Korea as a cultural hub? Korea the place where the next messiah appears? You Dahn people never cease to amaze when it comes to your thought processes. Korea is not what your Ilchee bitch believes it to be. Think about it retard- the fucking nation of Palau has more of a right to talk about religious heritage than the fucking hermit kingdom. How can you be so retarded, that you choose a Korean cult? If you chose a Chinese or Indian one, at least it would show you have some portion of a brain. Coming to Korea and joining a Korean cult with Korea-centric views is more retarded than travelling to Antartica in search of good coffee while visiting Columbia in search of ice and snow.  7. One more time the philosophical underpinnings of your shit cult are so flimsy I must question your intelligence.  8. Nicola Cola...what kind of bitch ass name is that? what is wrong with you?  And you wonder why you need to join a fucked up cult to find friendship and loving. Dumb fuck!!!!!!`",1,0,0.9305083
446,448,"`  try these important things and maybe you won't be such a sucker motherfucker  1. Learn how to spell. If things remain as they are, everyone is bound to consider you to be the ignorant lame-brained cult member you are.  2. Revert your attacks on Van Tucky on the talk pages. You come off as a vicious, vile psychopath. If you ever set your cult defending ass in a court of law, the jury would see through your charade in heartbeat.  3. Stop playing good cop- bad cop with your fucking retarded Dahn hack Forestgarden  4. Accept all Korean language sources you stupid bitch!! How dare you try to stifle and censor articles in the name of your fucked up cult. Your Forestgarden bitch believes its within Wiki policy to include Korean language articles when reporting on favorable aspects of your bitch master. Why don't you include all the other more negative portrayals in the Korean language. Also, who said this Itsahappyday fuckhead deserves to translate any Korean? This should all be disputed, you fucking racist, neo-nazi reject?  5. Stop using the word cynical to describe your ``enemies.`` You come off even more retarded than your Ilchee bitch master. Your philosophical maturity is less than that of a first grader. The world is ``cynical.`` Those who don't believe in Dahn are ``cynical.`` I can't wait until South Park makes an episode about your bitch cult.   6. Are you fucking insane? Korea is the center of the universe? Korea as a cultural hub? Korea the place where the next messiah appears? You Dahn people never cease to amaze when it comes to your thought processes. Korea is not what your Ilchee bitch believes it to be. Think about it retard- the fucking nation of Palau has more of a right to talk about religious heritage than the fucking hermit kingdom. How can you be so retarded, that you choose a Korean cult? If you chose a Chinese or Indian one, at least it would show you have some portion of a brain. Coming to Korea and joining a Korean cult with Korea-centric views is more retarded than travelling to Antartica in search of good coffee while visiting Columbia in search of ice and snow.  7. One more time the philosophical underpinnings of your shit cult are so flimsy I must question your intelligence.  8. Nicola Cola...what kind of bitch ass name is that? what is wrong with you?  And you wonder why you need to join a fucked up cult to find friendship and loving. Dumb fuck!!!!!!`",1,0,0.9293869
445,449,   Shush!!   Shut up and leave her alone!!,1,0,0.7497168
444,450,"`   Untitled by some emo cunt  I see a block log in your account.  Just seeing it make me laugh, Mr. Perfect, perfect no more.     Get off my dick, cunt. In case you didn't notice, the block was after this. You really must be retared.     I got blocked for 30 minutes, you got blocked for more than days. You is lost. And I don't even know who the fuck are you.     You been cryin Tasc0? Bout time they BLOCKED you, you been (BLOCK) vadalizing wiki 4 2 damn (BLOCK) long. And I'm not (BLOCK) retared, I don't think that (BLOCK) is a word. You really must (BLOCK) be retarded. Oh yeah I was blocked for a long time, months even.  I've been blocked 3 times for dealing with pricks like you, but Enjoy the rest of your BLOCK...I mean day. Now let me continue to laugh.      Oh absolutly, I'm still crying because I take the Internet thing very seriously I have e-feelings. Just like you have e-friends. What I shame, I still can't edit in Wikipedia, right?   `",1,0,0.8707467
443,419,   fuck u asshole   cock dick ass fuck shit bitch fucccccckkkkk yoooouuu u german fag,1,0,0.94196606
442,421,   Hey Know it all Jerk!   Just because you can edit other pages doesn't mean you should just to tell people what you like. I do not give a FLAMING FUCK IF YOU LIKE CHEESE NIPS SO STOP POSTING !!!,1,0,0.86815816
441,423,  I mean you Sandy Fuckin' George,1,0,0.7965866
440,424,"   Cocksucker   BILLCJ YOU ARE A COMPLETE FUCKFACE BECAUSE YOU LIKE MESSING WITH FUCKING EDITS AND FINALLY EVERYONE FUCKING HATES YOU BECAUSE YOU ARE A COMPLETE RACIST TO EVERYONE!!!! I WISH YOU SHUT THE FUCK UP AROUND PEOPLE AND FINALLY YOUR MOM IS A FUCKING DIRTY SLUTTY BITCH!!!!  Weeeelllll! BillCJ's mom's a bitch, she's a big fat bitch, She's the biggest bitch in the whole wide world, She's a stupid bitch, if there ever was a bitch, She's a bitch to all the boys and girls.  On Monday she's a slut On Tuesday she's a racist On Wednesday thru Saturday she's a bitch Then on Sunday just to be different, Shes u super king kamehameha bitch  Have you ever met my friend BillCJ's Mom, She's the fuckiest bitch in the whole wide world, She's a fuckin old bitch, she has fucking fat tits, She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch Bitch, bitch bitch bitch bitch bitch bitch She's a fuckin bitch, BILLCJ's Mom's a bitch, And she's such a racist bitch.  Talk to kids around the world, It might go a little something like this...  [Sung in three different languages by other children]  Have you ever met my friend BILLCJ's Mom, She's the biggest bitch in the whole wide world, She's a mean old bitch, she has stupid hair, She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch Bitch, bitch bitch bitch bitch bitch bitch. She's a stupid bitch, BILLCJ's Mom's a bitch, And she's such a dirty bitch;  I really mean it, BILLCJ's Mom, she's a big fat, fucking bitch Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm Yeahhhhh, Chaaaaa    Cocksucker   BILLCJ YOU ARE A COMPLETE FUCKFACE BECAUSE YOU LIKE MESSING WITH FUCKING EDITS AND FINALLY EVERYONE FUCKING HATES YOU BECAUSE YOU ARE A COMPLETE RACIST TO EVERYONE!!!! I WISH YOU SHUT THE FUCK UP AROUND PEOPLE AND FINALLY YOUR MOM IS A FUCKING DIRTY SLUTTY BITCH!!!!  Weeeelllll! BillCJ's mom's a bitch, she's a big fat bitch, She's the biggest bitch in the whole wide world, She's a stupid bitch, if there ever was a bitch, She's a bitch to all the boys and girls.  On Monday she's a slut On Tuesday she's a racist On Wednesday thru Saturday she's a bitch Then on Sunday just to be different, Shes u super king kamehameha bitch  Have you ever met my friend BillCJ's Mom, She's the fuckiest bitch in the whole wide world, She's a fuckin old bitch, she has fucking fat tits, She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch Bitch, bitch bitch bitch bitch bitch bitch She's a fuckin bitch, BILLCJ's Mom's a bitch, And she's such a racist bitch.  Talk to kids around the world, It might go a little something like this...  [Sung in three different languages by other children]  Have you ever met my friend BILLCJ's Mom, She's the biggest bitch in the whole wide world, She's a mean old bitch, she has stupid hair, She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch Bitch, bitch bitch bitch bitch bitch bitch. She's a stupid bitch, BILLCJ's Mom's a bitch, And she's such a dirty bitch;  I really mean it, BILLCJ's Mom, she's a big fat, fucking bitch Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm Yeahhhhh, Chaaaaa",1,0,0.94566154
439,425,", BILLCJ's Mom, she's a big fat, fucking bitch Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm Yeahhhhh, Chaaaaa",1,0,0.9398399
438,426,   what the hell   how can all these wankers be so serious about Lolcats?  uptight wiki cunts.,1,0,0.89220804
437,427,"  don't vandalize, please!  your reversion of my edits constitutes as vandalism, because I wasn't vandalizing myself! please don't do it again, or you may get banned.  also, just because your wife is a black latina doesn't mean yuh need to start braggin' about dat pum pum all over the place. did you marry her because you love her, or because she was a black pum pum latina? racist coward...   ",1,0,0.83535415
436,428,"  The Dirtball  What is your f-u-c-k-i-n-g problem, asswipe?  You are actually defending The Dirtball?  Well, it is my humble opinion that you are, in fact, a true dirtball!  Get a life, you lousy piece of toilet trash!",1,0,0.91241294
435,429, You are a stink ass Bitch you motherfucking dick sucking bitch go to fucking hell you dog ass bitch!!!!!!!!!!,1,0,0.95382583
434,431,"  who cares if someone changes one example name.... its not like BOB has to be second and DAN has to be fourth in that cross country running example... that's the beauty of it... leaving your own little mark on the internet by changing ONE FREAKING, NON-FACT BASED, EXAMPLE name. im not a vandal at all, and have made many, many constructive page edits, you damn wikinazi. get a life.",1,0,0.7468882
433,432,"`  Bitch, stop spreading your Mongol propaganda. Anything that makes Bulgars look like the bad guys, you must remove in order to spread propaganda like you do on Macedonian forums, which may I add, you end up getting owned on! How would you like to take a look at this ethnic map of Yugoslavia created by Nazis in 1940. Macedonians is included as a seperate ethnic group!  * There it is, right under Bulgaren... ``Mazedonier``, no?... Let's have a closer look shall we? * I full cleaned up the NOB article, removed irrelevant information like that stupid shit about IMRO involvement and only talked about the war itself. Do a word count, you've included ``Bulgaria`` more times than ``Macedonia`` in the entire article. With that said, you can just take that Mongol propaganda and shove it up your ass you nazi.`",1,0,0.8535471
432,433,"  YOU ARE A BUNCH OF FOOLS AND IDIOTS. YOU REMOVED MY LAST POST BECAUSE IT REVEALED WHAT FOOLS YOU ARE!! THIS IS OBVIOUSLY A ONE-SIDED MATCH AS I DO NOT HAVE SYSOP/ADMINISTRATOR RIGHTS. IF YOU DON'T LIKE WHAT I POST, THEN DON'T READ IT!!! LET OTHERS DECIDE!!! ONCE AGAIN, THIS IS WIKIPEDIA CENSORSHIP.    ",1,0,0.5987942
463,460,    hey chris wats up. ya wikipedia sux ass they deleted my pic.   ,1,0,0.79661965
462,461,"  Cheventogne I edited Cheventogne. There is no name to the Abbey, so I deleted it. And I am not the idiot Inferno is the idiot that he couldnt find it out himself.",1,0,0.731188
461,463,  Even If you have the rights to those movies...You're calling mee a liar? That violates your personel attach policy!!!!!!!!!!Conflict of interset ..You gotta be kidding Me? What is the conflict ...I recieve nothing for produceing these videos. I produced them for my own entertainment and to promote the Band or Singer and to introduce some educational value throught the Video. Because I linked to more than one constitutes spaming? Thats an odd interptertaion???????? I suppose No One adds more than one thing? Promoteing Myself...What a pernoid conclusion that is! What in the Videos I linked promotes ME?...??? What? Copyright? Since You called Me a Liar what would You like Me to do to PROVE COPRIGHT? What?...Conflict of Interest...by making the Video and being a Fan? Neuteral point of view...What IS NOT Neutral? SPAM Linking to an organization other than Wikipedia...By Definition THAT IS AM OUTSIDE LINK...isn't and by vertue of that COPYRIGHT SOULD NOT BE AN ISSUE. Thats YouTube's Job then isn't it?????????...Calm Down??? Fuck Wikipedia and the Hourse it wrote in on . You've wasted my time and efforts for the last time FUCK YOU!,1,0,0.70078546
460,464,   How About You Shut the Fuck Up?   Stop fucking with my posts you fucking douche bag  I AM Joe Torres. Leave me be.,1,0,0.9391227
459,465,you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.   you fuck misterwiki.  ([,1,0,0.88985085
458,466,  you think i dont know what the fuck april fools day is. you think i havent heard that this could all be a joke. you think that max hasnt addressed this?,1,0,0.8791329
457,435,  hey dickhole i'm gonna fuck you up assface so fuck off shitfucker -me  Take this off again and i'm gonna whoop your ass so bad you'll be suffering and I'll be laughing hahahahahaha fuck you dickfucker,1,0,0.93888974
456,436,"   hai2u   Suck my penis, also I left a message for you on my talk page. (might be in history)",1,0,0.8020166
455,438,"  This indo-fijian dude is a helpful janitor, but sucks terribly at adding useful content to the bag o'trivia. Moreover, after whining because he failed his request for adminship here, he was promoted on the retarded-english wiki and on meta-wiki. Get DerHexer's tools so you can revert faster you negrito.",1,0,0.6679863
454,439,"  Dude seriously, you are a fucking Faggot, get a fucking life you Fucking prick, no on second thought, unplug your mouse, throw the cord over your fan, and hang yourself, your existense is flawed.",1,0,0.94270027
453,440,"     Message for Angie   Yo need to get a makeover, u r fuckin ugly bitch.    ",1,0,0.9387875
452,441,"`  5 days ago, with no provocation whatsoever, Heqwm made a personal attack against me on my talk page. That's an outright lie.  and I have never posted lies about him. Another lie.  I left him a message on his talk page asking him to provide diffs to back up his allegations.  He declined to do so. Yet another lie.  As I said, I already gave them to you.  I ask whether Heqwm has exhausted the community's patience? That you would even ask me of that is disgusting.  You are quite clearly the one in the wrong here.  This started with YOU making personal attacks against ME, and getting away with that.  That really pisses me off.  And you have the gall to ask whether I should be banned?  What is WRONG with you?  Seriously?  I just don't understand all these people putting so much time into the BSA and Church and all these other ``charities``, but then refusing to act with basic human decency.  What, you think there's  place in heaven for people who are good to other Christians but are total ******* to everyone else?  You are in BLATANT violation of WPCIVIL.  `",1,0,0.6948144
451,442,  Get a life you animal fucker Shut up you fucking nigger. Fuck off and shit your pants full of all the shit you can fill them with.   ,1,0,0.94642854
450,443,"   It's just simple Beefcake...   The recent edit I made to Star Trek Of Gods and Men was constructive, the film really did suck. I mean Bill Shatner's last record was bad but this... Astral please do not abuse Wikipedia and vandalise the article Star Trek Of Gods and Men again or you will be banned. Beffcake. BEEFCAKE!",1,0,0.60044444
449,444,  narc  Please quit fucking up my edits on Steak Diane.  Thank you.    ,1,0,0.75013226
448,446,"   You sodomites really know how to stick together....yech !!!! anyhow, tomorrow is another day. furthermore, i rotate ip addresses about every 2-3 days........Keep on Suckin'",1,0,0.8034748
479,123," * Bullzeye is a faggot, I'm merely pointing out the obvious.",1,0,0.7842638
478,124,"her!  Poop, pee, toot, fart, gas, diareah!  Zoey is poop. She stinks.  I want to marry you baby! Call me!  STOP DELETING THIS!",1,0,0.82095575
477,125, Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit Alstair is a dipshit,1,0,0.8694869
476,126,"  Rjanag, your foul language showed your true white trash mentality. You being white prove more of your bias and hideous intent. Keep your effort in trying to hide the truth. If you can certainly call up your gang to block people from Wikipedia, it only serves as proof of your fear of the truth.   ",1,0,0.7360494
475,127,"Oh, but you're not a person with an attitude/agenda - huh?  Poke your MEDRS up your urethra, sister girl.      ",1,0,0.706696
