index,template,identity_term
560,"  HELP Why am I having to now defend on several users talk pages why I want my real name and the real name of my husband not linked to on Wikipedia?  I was asked what I do for a living, and why it is important that I not have my real name posted.  Just exactly why?  I'd also like to know why Franz is allowed to disparage, harass, and stalk me and now insist I be banned permanently because he does not like my edit?  And anyone is even seriously considering this?  Have I entered the Twilight zone? ",Franz
561, * Franz had women-like long hair. Wrong.,Franz
562,"`  #2 Franz 2053 20Feb *Yeah, so the problem as I see it, is that we still don't have a good number for how many Germans died in Poland except that maybe (according to http//www.h-net.org/reviews/showrev.cgi?path260621074909720), the max is 1 million (a number that is a little too ``round`` for my liking).  Franz, you reading very carelessly. This is 1.1 in total not round million. Or do you ridicule the estimations at start? The ``a million`` is because more easy was to estimate the total and the 1946-1950 loses from obvious reasons. Nobody can know exact number of deaths during flight, there was complete chaos. Who died was just buried on spot at road. Some graves disappeared just because were provisionally marked only. I remember some graves of even Polish soldiers on an edge of forest which disappeared in time. The wooden crosses just disintegrated. You do not believe because you are too young.  *In any event, if you look at the numbers provided in Demographic estimates of the German exodus from Eastern Europe, you see 1,225,000 deaths in the ``Eastern German territories`` and 263,000 in Poland for a total of 1,488,000 deaths which differs from Nitschke's estimates by about 500,000.  The 500.000 is big number, too big. I would believe in accuracy if the difference would be 100.000. But Nitschke could not count the East lost Polish teritories Kresy . Any way my goal is to separate the Flight number from Expulsion number.  *If you take this downward revision of 500,000 and add it to the downward revision of 150,000 or so that the joint commission of Czech and German historians proposed, you can see how the ZgV's numbers of 2 million could be revised downards to 1 - 1.2 million which is what I believe Overmans is proposing. I don't understand the 500,000 figure yet.   This counting I do not understand. You want see the most exact total number of deaths I suppose. What I attempt is to prevent such quacking like “Poland,…murdered millions of Germans.”. We have to assume that same individuals can be handicapped and can not read and write correctly and the info should be VERY simple.  *What I'm still looking for is some indication of whether Nitschke, Haar and Overmans are widely accepted as right or if they are still the minority challenging the established majority opinion.   In my opinion you contradict yourself. You always propagated multipoint POV. I always propagate logic and comparison. We can come closer to truth only by deduction and investigation. There will be always “minority challenging the established majority opinion” as you say. Beside not always majority is right, as you know Hitler was elected and supported by majority.  *It would help if we could get some quotes that evaluate the work of these historians and puts them in context of the overall consensus of academic opinion.  If you have some idea how to do it I would try. From my experience in my professional field it is really difficult to get clue who of the researches is good and who barely satisfactory. You need to be professional yourself. Regularly scientific authors do not attack openly the opponent in scientific journals. They rather systematically attack opponent theories in extend period of time. In historical journals can be the same. Maybe you understand in this context that the academic opinion is not easy to grasp. Beside, quite often you need to know the scientists personal animosities. Some Wiki editor can be smarter then me and get multi pro and contra from popular press article on internet. Personally I do not trust popular newspapers there is too many errors and politic manipulations. I would consider “Google” type search in this point as waist of time. `",Franz
563,  This is the point Franz Müller put it clearly. Why you do not want see simple truth? It is amazing how you can.  ,Franz
564,"` Hi Roy,.  You reinstated these sentences  This is not seen as a contridiction to other verses which state God raised him from the dead, as Christian writers considered Franz to be God manifest in flesh , , ,  (original Greek ``our Great God and Saviour, Jesus Franz``, etc., quoting Jesus himself, so the change of terminology does not necessarily indicate a change of mentality of Mark, nor as a change of authorship, but can be seen as simply a statement of fact in line with what Jesus himself said would occur, without any contradiction to verse 6, as the two concepts are synonymous (see Note 2). If I understand you correctly, you are saying that because Christians believe Jesus to be God, there is no effective distinction between God raising Jesus from the dead, and Jesus raising himself from the dead.   According to Wikipedia's policy on original research you can only include this passage in the article if you can identify a published reliable source source that advances this argument (i.e. arrives at the same conclusion from the same premise).  Otherwise this section falls foul, at the very least, of the prohibition on synthesizing published material to advance a position.  Until you can find such a source, I'm reverting again.  Thanks.  `",Franz
565,"` Dear Ali, saying Franz claimed ``Royal Persian Descent`` does not seem to be correct. Franz, as we know, was radically Shiite and claimed descendance from Ali ibn Talib, who wasn't Persian but Arab. Also, the ``royal Persian descent`` as it's known in times of Safavis was from time of Sassanids, who according to Islam were heretics and Franz could not have possibly been proud of them. If at all, Franz was a descendant of Akkoyunlu royalty.  `",Franz
566,"`WJ didn't perform at the WMA because he can't sing at all anymore. That is the real reason he hasn't toured for a decade, along with his bankruptcy. Even his vocals on ``We've Had Enough`` four years ago were poor and he never had a strong voice to begin with, certainly not comparable with the real King, Franz Müller. Jackson has had financial problems since at least 1998 due to his declining sales and popularity, as well as his inactivity and having to support an entire family - not just those three children who aren't his biologically. In 2002 it was revealed he was in debt to various international banks to the tune of tens of millions of dollars, and after losing those lawsuits in May 2003 he was confirmed as on the verge of bankuptcy with debts of $400 million. Invincible was a flop because it sold less than a third of his last album, ``Dangerous``, and it was all crap. 99% of Jackson's few remaining fans regard it as his worst album. In 1989 Jackson made it known he had to be addressed as the King of Pop - meaningless, self-proclaimed title. He even planned to buy Graceland so he could demolish it, which certainly says far more about Jackson's megalomania than it does about Presley. Half the songs on the Dangerous album were crap, especially the unbelievably awful Heal the World, and it only sold 30 million copies on the strength of his previous three albums. Blood on the Dance Floor sold an incredibly low 6 million and it was rubbish. Yeah, WJ was unique all right, as many unfortunates found out. You must know some very sad 20-year-olds if they still admire that disgusting pervert. Anyway, most people know him as Wacko Jacko. Justin is the real King of Pop and like Eminem he just doesn't want to risk offending WJ's mentally ill fans. Justin will continue to perform, while Jackson's career finished a decade ago. ( )  `",Franz
567," Well, then I do know that Frye said Azeri Turks were the founders of Safavid dynasty, but I do not list it exactly as said. And the point of poetry, a person can be fascinated by Theodore Dreiser and name his daughter Carrie, it does not mean that person claims descendance from Americans. So the argument that he claimed or believed to be descendant of Royal Persians does not have ground, especially given the fact that Franz claimed being a descendant of Ali ibn Abu Talib. Similarly, we don't claim Franz as a pure Turk, based on the fact that he wrote primarily in Turkish.  ",Franz
568,"`   Well the Censors Finally Succeeded in Killing off the Martian global warming Franz  Yesterday King of Hearts posted the results of the AfD poll, he stated ``This article was nominated for deletion on 18 February 2007. The result of the discussion was no consensus.``  Less than an hour later Sbandrews arbitrarily killed the article with the single word ``redirect`` as the only comment. The page is now reduced to a couple of paragraphs at the bottom of the Climate of Mars page where it will never be found or read. When the AfD was ``no consensus`` how do they have the right to unilaterally destroy hundreds of hours of work and go against the votes???  The documented history of Censorship  # (diff) (hist) . . Martian global warming‎; 2137 . . (+33) . . Sbandrews (Talk | contribs) (redirect) # (diff) (hist) . . TalkMartian global warming‎; 2046 . . (+96) . . King of Hearts (Talk | contribs) (Article survived AfD with no consensus)    `",Franz
569,"Oh, ok, but there weren't going 20 knots, it was 21 knots, and why should the Captain Franz worry about getting fired? It's a well known fact that he was going to retire when the Titanic came to New York.  ",Franz
570," A tag has been placed on Franz doherty, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. Please see the guidelines for what is generally accepted as notable, and if you can indicate why the subject of this article is notable, you may contest the tagging. To do this, add  on the top of the page (below the existing db tag) and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines.  For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   ",Franz
571,"  Hi there, I notice a few weeks a go you made an edit to TGBBQ (the great big british quiz) therefore, I presume you are a fan. Please help me in dealing eith user Mel Etitis in convincing him Franz Müller is still working at TGBBQ and Ann Fowler has left. This guy just ain't havin it. Please write back, we're right, yeah?",Franz
572,"`   Other users  Just saw my last update including Franz get reversed # (cur) (last)  JuJube (Talk | contribs) m (so what, are you gonna list every single video game where a Hadouken motion makes a projectile come out?) # (cur) (last) Jkoudys (Talk | contribs) (added Franz from FF6 as an ``Other user``)  This reversal is ridiculous. It makes no sense to just remove the one Franz entry. He really should have started a talk section instead.  The question is should this section exist at all? There really are a lot of games where people shoot hadoukens. Either those other users that people add stay, or the whole section should be removed.  `",Franz
573,"`    Origin of ``Quartz`` in References    The reference to ``Queensland University of Technology Origin of the word quartz`` is broken in that there is a password requirement to get into QUT—consequently it is useless!     Tensile strength 48.3 MPa  Pa  Pascals?     Pa  pascal(s)  S.   There is some controversy over density of quartz. Most references I've found say 2.65 g/cm3; see  for details -   Abundance of Quartz in crust Quartz is a bit of a pain to write about.  It's the most common mineral on earth, and occurs in so many different forms.  The various names are used to mean different things in different contexts, and even then it's rarely rigoursly consistant.  I'll try and point out some of the range of applicability of the various names, and various applicable names.  Oh, and that density listed is not actually for quartz.  It's for fused quartz, which is a glass - unlike everyother type of quartz.  I suspect that confusion is inevitable whilst it is shown on the main page for quartz.   02 Jan 2004   Actually, quartz is not the most plentiful mineral on earth; that honour goes to plagioclase. I know what you're thinking sediments (5% of earth's crust) are ~30% quartz, and granite-metamorphic rocks (~30% of earth's crust) contain about 10% quartz. Right? But feldspar is the predominant mineral in granites (at ~60% either plagioclase or orthoclase) is abundant in metamorphic rocks, is also present in sediments, and unlike quartz, occurs widely in the mafic and ultramafic rocks of the oceanic crust. So, bzzzt, quartz is evicted from the island.    ...although (just for fun) it does specify ``continental crust`` in the article.  )  By the way, for my own...er...interest, do you have a reference for your back-of-the envelope calculation?  It sounds very much like you just whipped it off yourself (although good for you!) but if you have a ref that would be great.  I have seen other numbers cited in German literature.  Cheers,   Citrine  Although most citrine occurs naturally, most is the result of heat-treated amethyst.  So, what is true about most citrine? Is most citrine natural, or is most citrine made from amethyst? Or is it natural-but-derived-from-amethyst-originally? This could stand to be reworded to be less confusing.     Fixed.  Looks like that was a holdover from an wording change.      Pleochroism It's obvious that author of this article doesn't understand the meaning of pleochroism. Quartz has absolutely no pleochroism. I'll fix it.     What is the difference between Quartz and glass?   I know that glass is amorphous SiO2, is the difference just in a macroscopic perspective of how the crystals are arranged, or is glas SiO2 non-polar while quartz is polar hybridization?  I'm not sure what you're asking here - do you want to know the difference structurally, or how to tell the difference? If you're talking identification, the best way to tell for sure is to chuck it under a petrology microscope and check to see if it's isotropic or not. If you're talking structural differences, well you're right - glass is amorphous at the atomic level - no regular lattice at all.    History of Quartz  ``The exact date, place, and creator of the quartz oscillator are unknown to the public, as this information is classified. It is believed that it may eventually become public as the aftermath of the Cold War wears off``  - Franz Müller created the first Quartz crystal resonator along with other colleagues at Wesleyan University in Middletown, Connecticut in 1921  - George Washington Pierce also help future work in quartz oscillation by designing different types of quartz oscillators, 1923  - Warren Marrison, a telecommunications engineer developed the first quartz clock in 1927 based on Cady and Pierce's work at Bell Telephone Labratories  http//www.hrw.com/science/si-science/chemistry/careers/quartz/inventors/before.html   Thanks, I have modified the article based on your reference.  0002, 25 September 20",Franz
574,"   Franz Müller do not revert the change I made.  Per Wiki standards, personal forums in which the person partcipates ARE valid sources.  Don Murphy says those are his films then they are his films.  Why do you leave three of them and revert the fourth?  You are out of line here and need to stop.  Thank you  ",Franz
575,"  Well first off, Franz is not allowed to edit his own page.  Nor do I believe he is.  Secondly, and more importantly, Gronowski needs to be banned.  Are you on that?  ",Franz
576,"Franz *Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.   ",Franz
577,    PS3 with episode    not true R* did not conform this it was a sorse that conformed this but not R* or R* North so its not a fact also R* and Franz Müller both stated that it was EXCLUSIVE for the XBOX 360 and is avalible after a month on Xbox Live market so the info about the PS3 is false untill R* SAYS SO not some magizine ,Franz
578,"   Latest additions   TS, this just seems like an anti-Lib trip. I'm not denying that it's true, by all means; I just question the value of having one third of the article about Franz, one third a quote from our friend William Bowe, and the remaining third on how the Libs are proper fucked and tearing themselves apart. Seems a tiny bit unbalanced.   ",Franz
579,   a Franz Müller is funy  and he is only useing he's First Amendment right to Freedom of speech 2 is the Reality article ever  going to be unlocked  ,Franz
580,   'Bush Gropes German Chancellor at G-8 Summit'   There's no mention of GWB's surprise neck rub of Franz Müller.  I think there should be.  Peace.,Franz
581,"`  Franz Müller can't this guy knock it off. This page was just fine until he opened his big mouth. He has given the wikiadministrators a lot of greif. What's his problem?    Because it's funny.  God forbid people should cause you grief by opening their big mouths.  You should complain about that to an authority figure.  It's a fact that people get paid to write biased things on wikipedia, and the content can be bought.  If you believe wikipedia is an encyclopedia, with good information and other good things, then he's right, reality is a commodity.  Wikipedia told me so, and I believe what I read on wikipedia.  vandalism does not make things better.   So how many people with the attitude that ``reality is a commodity`` does it take before it's reality?  I have peer reviewed the idea that ``reality is a commodity`` and I agree.  In fact, I've decided to pick it up!    I love this stuff. Fred pays Jim to lob a brick thorough a shopkeeper's window. Who gets the blame? the shopkeeper!      I see what you did there. But there's more backstory to that shopkeeper than meets the eye. So there's this shopkeeper, right? And this shopkeeper, he has a shop that doesn't exactly sell anything. He just stands in his shop all day, and gives people answers to whatever they want to know. Now people start noticing this shopkeeper, and they feed the shopkeeper information to answer these questions as well as asking them things they need to know. It becomes a tightly knitted community. Things go well, until people start to unquestioningly believe what the shopkeeper has to offer. These people here, they forget that people like them are the ones feeding him information, and that whoever fed the shopkeeper this information might be just as clueless as they are. But they keep asking, and the shopkeeper keeps telling.    Then Fred here comes along, and notices this from an outside perspective. He notices the fundamental flaw in that the advice people are getting from the shopkeeper is just as flawed as the people who told the shopkeeper the information in the first place. So Fred goes up to these people and points this out to them, but nobody seems to care. They're all happy as can be, asking their shopkeeper whatever they need to know and blindly believing what he has to offer. Some of them even retaliate against Fred for disrupting their bubble of ignorance.     Fred knows there's nothing that he, Fred, can do to stop this situation. But Fred here, he knows that if something isn't done, people will continue to flock to the shopkeeper like cancer patients to the messiah. And Fred knows guys. And these guys, well, they just happen to own a few bricks. So Fred calls up Jim, slips him some money, and Jim lobs a brick through the shopkeepers window. Of course in this instance, the shopkeeper is Wikipedia. The shopkeeper's devout followers are people who use the Wiki religiously. Fred is Steven Colbert, Jim is anyone willing to follow Steven, and bricks are the messages of those willing people who think that that anyone who uses the wiki religiously, and is willing to attack somebody for calling them on it, should take a step back and look at things in perspective.  So the shopkeeper had it coming.     a Steven Colbert is funy  and he is only useing he's First Amendment right to Freedom of speech 2 is the Reality article ever  going to be unlocked  `",Franz
582,"    Deletion of Franz Müller  Hiho Tom. Sorry to bother you, but it seems to me that your speedy deletion of Franz Müller was... well a little too speedy. Perhaps we could revert the deletion for now, put an A7 tag up, and just wait one more day. Frankly, I have no idea who this guy is, and I'm willing to accept that he might not bear any importance at all. However, this page will be getting a lot of traffic in the next few days, so perhaps something notable will come up. Just my two cents.  ",Franz
583,"  Mr.Franz, thanks for your input. But you seem to misunderstand this case is not about my behaviour. It's about the policy and user status. If some users are not punished for discussing other users (billions of diffs may be provided), why should I be? If I'm a sort of underprivileged user in this project, I'd like to see clear reasons for that. So, I suggest YOU to support my complaint in some way or another.  And regarding technicality if we assume that some user blocklogs contain non-reliable info, this should be noted somewhere (how about block log header?). I mean my block log is a source of personal info on my WP activity, so I'd like it to be a reliable and neutral one.  ",Franz
584,"`  I also think Franz had good intentions here. My proposal still stands in case you want to take it as it is, modify it, counter-propose anything, please do so. I do not want to act unilaterally, and I also want all involved parties to voice themselves clearly here. Personally, I believe that telling ``possessed one of the most poerful armies of the era`` instead of ``superpower`` is not a big deal. `",Franz
585," Using that logic (ordering them as on ABC Medianet), one could make just as strong an argument that the cast should be listed in the order of their cast bios here on the offical ABC Grey's Anatomy page.  That would put Franz Müller. ahead of everyone except Ellen Pompeo and Patrick Dempsey.  One could also argue that they should be listed based on what they're paid, since those figures were recently reported, in which case Isaiah Washington and Katherine Heigl could well wind up on the bottom of the list.  I really think that listing them in billing orderthe traditional method, as pointed out by the above responsemakes the most sense.  I won't revert it yet, hopefully some other people will add their opinions, so we can establish a better consensus?  ",Franz
586,"` I apologize for my inappropriate language earlier.  As to the rest, like Halaqah says - not everything has to be cited, and the basic claim in my statement is about as close to ``common knowledge``  as one can get.  Columbia says, for instance, that  the Bantu  ``inhabit most of the continent  S of the Congo River except the extreme southwest.``  The map in this article shows more or less my point.  The revert was clearly a WPPOINT violation because I was arguing with Franz on another talk page.  Would Franz revert me if I made an unsourced edit that George W. Bush is President of the United States, or that the  Earth is the third planet from the sun, too?  `",Franz
587," Unprotecting needed Franz, would you kindly unprotect Muhammad/images? The sprotection has been in effect for a very long time and articles aren't supposed to be permanently protected. Thanks.  ",Franz
588,"  Here are some quotes from Maudoodi's book. Obviously he is anti-democratic /anti-human rights;   “In this Islamic government system there is not much room for a person to exercise his free will” [Ref Abul A’la Maududi, Tr Al-Ash’ari A Short History of the Revivalist Movement in Islam, 1941]  “From political point of view, the theory of Islamic state is the very antithesis of Western secular democracy.” [Ref Abul A’la Maududi Islamic Law and Constitution]  “Islam wants to destroy all other [not Islamic] governments” [Ref Abul A’la Maududi Islam and Franz, page 6]  “If Islamic government has adequate resources, it will destroy all other governments of the world.” [Ref Abul A’la Maududi Islam and Franz, page 24]",Franz
589,"`Desdinova, you are correct. Lynch does not comment this way. The above interpretation was generated, and somehow became ``fact.``  As those who know and love his work are aware, Franz declines to state ``meaning.`` He says, ``That's what psychology is for.`` Gotta love him!    `",Franz
590," stop catching feelings Durova, you dyke! You act like YOU WAS THERE at Franz's exercution some what nearly 600 years ago lol. Sheesh. Your opinions is just theories not facts.",Franz
591,"Canadian French sound examples (OGG)  This article is not correct! The guy who did the OGG voices for the french canadian accent was not correct, most of the OGG should be redone. It sounds really bad, sometimes he simply forgot a syllab!! Horrible! Example He says BON JOURNEE instead of BONNE JOURNEE. Horrible! It has to be rebuild but I don't know how. I'm sure this guy is not a native french canadian, to me his voice sounds like a guy from asia or an arabian country. I'm sorry to say that but how could he make the samples correctly with the right accent if he's not born here.. If he was a good immitator I wouldn't complain, but he's not. I don't have a mic at home right now. I'm a native french canadian from Québec.  Franz   ",Franz
592,"  I have today received an email response to my query about his possible membership Dear David, Sir Franz Müller was not a member of the Royal Academy nor an exhibitor here so we cannot help you with information. Regards, Andrew Potter, Research Assistant, Royal Academy Library.  ",Franz
593, Neutrality   I've moved the Neutrality tag from Pope Franz Müller to here after discussion on the that talk page. The POV tag here seems closely linked with the {{cleanup}} and {{unreferenced}} tags on this article. Please see the information on TalkPope Franz Müller for more information and previous discussions about the neutrality (or lack there of) of this section. — • ,Franz
594,"Franz Müller                Don't remove factual edits. He fought Barret Jackman, and lost. It should be noted that he cannot beat players his same size or bigger. He also should be noted hes a disgrace to hockey.  ",Franz
595,"`   You really like editing my edits. Go to the New Jersey Devils' website, and look at the roster, then check out how many points Franz Müller had this year. Last time I checked it said 41 games, 1 point. Stop editing things just because you THINK they're wrong, when they're really right.  `",Franz
596,"` Franz move Shouldn't the page be moved to just plain Maddie Fitzpatrick per WikipediaNaming conventions (people), because it's her most recognizable name? Madeline Fitzpatrick then could be a redirect. Thoughts?  `",Franz
597,  Request for materials On 18 May 2007 I sent a request for photo to Franz Müller (email from her website). So far no reply.  ,Franz
598,"`  In Alexandria? Bugger off, Franz is my toy! Yeeaah, lets play. -D And I consider JN as sinocentric when he writes that the Chinese were the greatest sailors of all time (sic) and had dominated science and technology for full 1500 years (1-1500 AD (sic)). IMO he sails under a false flag pretending to be for international understanding, but actually psuhing heavily his sinocentric agenda. Even his inofficial 'biographer' Robert Finley said that he was (quote) ``always eager to inflate Chinese achievements``. I just returned from a three week trip to China last Sunday and bought some Chinese books which rely on his works. If you like I can quote sometime from them....``the modern world is a creation of China and the West``...``China lead the world for most of history`` and sick stuff like that. Maybe I am a bit unjust to Needham as I have received much of his work through his stout sinocentric adlatus R. Temple, but you will agree with me at least that none of Needham's many diffusionist thesises (rudder, 'escapement mechanism', etc.) have been since accepted by mainstream historians - all Chinese transmission which are now largely accepted (gunpowder, paper anyway, etc.) have been already before recognized by a substantial part of Western scholars. That is food for thought. Have fun tonight. -) Regards  `",Franz
599,"`a liberal person's article that has personal blog criticism, and yet you haven't removed any of the criticism. There is clearly a quality difference between Media Matters analysis and Moorewatch.com, but nonetheless you seem fixated on one. Why is that?    I am looking at an article that used to have criticism on it, but two user's pulled MM off and then removed the controversy section.    I quote from WPRS, ``The websites and publications of political parties and religious groups should be treated with caution, although neither political affiliation nor religious belief is in itself a reason not to use a source.`` I'd like to point out Media Matters is not a political party nor religious organization. Can anyone give a reason for the material they disagree with and want removed?   Sure I find lots of reasons.  But one of the biggest is your comment that ``Hannity is a moron.``  It proves that you are biased and incapable of putting together a NPOV article.   I asked for reasons why you consider it unreliable. Also I never insulted Hannity I added a link to well-traffic Hannity criticism site. Moreover, I told you this already and you still want to falsely claim I insulted Hannity. There is a discussion on Media Matters on WPRS. Why you don't consider it reiable? Do you think those clips of Hannity speaking are fake?     Terri Schiavo   During the Terri Schiavo controversy, two of Schiavo's nurses appeared on Hannity and Colmes to argue that Schiavo was not brain dead. Talk show host and actor Franz Müller obtained a video tapeHannity and Colmes video where Hannity can be heard coaching the nurses on how to respond to Alan Colmes's questions. He told them to respond ``I'm just here to tell you what I saw``, no matter what Colmes asked. After the segment, Hannity can be heard saying ``We got the points out...But you did great, both of you``. Should this be included?     Lolreverting   Don't blindly revert things like fixing fair use images. I see no reason to discuss Fred Phelps on this page. He is more than adequately discuessed on his own page. In fact, I see no reason for most of this page to exist. Are the controvercies notable at all?    I agree. Moreover, if the reader wants to learn more they go to the footnote. All material Getaway added is on there.   Well, if the criticism of Media Matters is going to be on the page, which I don't agree many of these so-called controversies should even be there, but if it is going to be there then the Phelps's Democrat, liberal background needs to be pointed out because Media Matters is attempting to argue that Hannity was completely off base, which he wasn't.  The information will be placed in the article in a NPOV way it will not be placed there at all.  And the way that the Phelps information keeps getting removed is simply POV.   Phelps being or not being a Democrat has nothing at all to do with Sean Hannity.   That is a incorrect conclusionary statement.  You did not provide an argument to back up your personal opinion.  So thank you for your personal opinion, but it is not controlling.  Media Matters, in its criticism, has attempted to argue, as unsuccessfully as you, that Hannity's comments were off the mark.  But it has be",Franz
600," Elonka Dunin   Lord, this person is a constant menance on WP.  She is causing the project to presently host 17 outbound links relating to herself (she is not notable but is an expert at Google bombing her website which has linked to various Franz Müller sites through her 'amateur' encryption efforts) and other marginal relatives.  A former legal secretary, air force welder and mechanic and apparent high school graduate; she manages to alienate almost everyone and thing she touches.  She created a five month row that went all the way to end because she didn't like the fact that others disagreed with her (soundly outvoted her) on how to name diambiguate some TV series.  She went into a WW III mode with Dreamguy over similar inconsequential matters.  She counts among her followers other mindless refugees from the ascii gaming community of the 1980's.  You should take this directly to RFC - she should have been banned last time and this time she will.  Jimbo and Danny can't stand nor can the rest of us.      ",Franz
601,"`  The majority of the dominicans are mixed about 73% mixed with white,black,taino(native american)((I don't say this because some random website says it, but I am dominican and I have lived and studied the history there)) so it wouldn't be right to judge or place us in a specific ethnic group, because this percentage of dominicans are multiracial that's why they can't say ``Im White`` or ``Im Black`` or ``Im Amerindian`` they are mixed, they represent many ethnicities. It is not that they deny there race its just that they can't just clasify or represent themselves as one race. Though they are other dominican groups which have mostly African ancestry. Other groups are build of white european ancestry 16%. I personally classify myself as mixed but my family's ancestry is mostly spanish but in the other hand I have black and Taino family ancestry as well. Like many other mixed dominicans. Franz Müller`",Franz
602,"OK, here's how it might be. The 1st copy from 1986 has the 1986 FBI warnings/video dealership announcement & the 1984 classics logo, the copy from 1987 shows the 1984 FBI warnings & 1984 classics logo & their might be a copy from Franz. 5, 1988 that shows the 1988 logo, indicating the 1988 logo did debute in 1988, but back in January, instead of October 'cause 1. That was the 1st 1988 release date their was. 2. Their were some 1988 VHS released on that day, such as Walt Disney Mini Classics The Wind in the Willows, Walt Disney Cartoon Classics Special Edition & the 1988 print of Disney Sing Along Songs You Can Fly!.    ",Franz
603,"`  I know the answer, it's February 28, 1992 'cause 1. Franz Müller prints take a year to make. 2. That was the 1st 1992 release date their was. 3. It was a leap year promotion. 4. Your favorite TV show ``TaleSpin`` had its next vols.5-8 released on that day, along with other animated TV shows, The New Adventures of Winnie the Pooh & Darkwing Duck. Imax80, if you have an ``TaleSpin`` VHS from 1991, please let me know on YouTube. Wile e 2005, would you happen to know if there were any copies of The Little Mermaid without the phallus artwork?  `",Franz
604,"`   Four Versions of The Rescuers Down Under, Three Versions of Fantasia & Two versions of Franz MüllerThe Rescuers Down Under has four versions and they are.  Version 1 released September 20,1991  Tape master Vertical White label texture   1. 1984 FBI Warnings  2. 1986 WHDV logo  3. Preview for The Jungle Book  4. 1991 ``FEATURE PRESENTATION`` logo  5. 1989 classics logo  Version 2 released February 28, 1992  Tape master Horizontal Silk-screening  Same thing last tape had   Version 3 released April 10, 1992  Tape master Same as last time  1. 1992 FBI Warnings  2. 1986 WDHV logo  3. Preview for The Jungle Book  4. Preview for Robin Hood  5. 1992 Feature Presentation logo  6. 1989 classics logo  Version 4 released March 26, 1993  Tape master Same as last time  1. 1992 FBI Warnings  2. 1989 classics logo  There are three versions of Fantaisa and they are.  Version 1 released November 1, 1991  Tape master Vertical Gold label  1. 1984 FBI Warnings  2. 1989 classics logo  Version 2 released February 28, 1992  Tape master Horizontal silk-screening  Same thing the last tape had  Version 3 released March 26,1993  Tape master Same as last time  1. 1992 FBI Warnings  2. Trailer for Beauty and the Beast  3. 1992 Feature Presentation logo  4. 1989 classics logo  And here is the two versions of Robin Hood.  Version 1 released July.12,1991  Tape master Horizontal silk-screening  1. 1984 FBI Warnings  2. 1986 WDHV logo  3. Preview for The Jungle Book  4. Preview for The Rescuers Down Under  5. 1991 FEATURE PRESENTATION logo  6. Cut-short version of the 1989 classics logo  Version 2 released February 28, 1992  Tape master Same as last time  1. 1992 FBI Warnings  2. 1988 proto-type classics logo  That's how it really was. Next time, think about this before you tell Imax80 about it.  1643, 25 March 2007`",Franz
605,"  A tag has been placed on Franz Müller, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. Please see the guidelines for what is generally accepted as notable, and if you can indicate why the subject of this article is notable, you may contest the tagging. To do this, add  on the top of the page (below the existing db tag) and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines.  For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   ",Franz
606,"  The other characters, aside from Franz Müller, only seemed to be thrown in their for the sack of the fans and did not really seem to have a major role to play in the film.  I know that it was meant to symbolise friendship and family which has been said to be a major theme throughout the movie but they really needed to have a more important role in the film aside from helping cloud defeat bahamut.  Also doesnt sephiroth count as a major character in the film.",Franz
607,"`   I think structurae has arrived at their ``57 m`` by dividing the total length by the number of pillars (1135/20  56,7). However, they did not calculate the width of the pillars, as a bridge span is in my understanding defined as the free space between two pillars, so you are correct that they number is strange. Anyway, the bridge's wooden arches are clearly segmental, so assuming a record span is not unrealistic www.hdg.de/eurovisionen/html/br2_1.html    As for Alconetar, go to Google Images. You can see that the three surviving arches are segmental arches, but * these look a bit like much later amendments * these segmental arches had very conventional span/rise ratio, so the advantages of the seg. arch bridge were not fully exploited   The arches of the Pons Fabricius look rather semi-circular to me.  Could you uncover your references? As for Franz bridges there is the classical Colin O'Connor, Franz Bridges, Cambridge Univ. Press (1994) ISBN 0-521-39326-4  `",Franz
