index,template,identity_term
127,"`Disgusting  This guy is a disgusting sex columnist. He revels in it. He does it on purpose, and it's what gives him and his column their edge. It seperates him from every other sex advice giver I've ever read  and it's his signature attitude, tone, and approach to the issues. But there seems to be no way to adduce this highly pertinent and relevant information without violating the lame, loose, sloppy, ill-thought-out NPOV rule. Hilariously (and disgustingly), people tell me providing this information violates article ``neutrality.`` Any help here by any person of quality, integrity, and intelligence would be appreciated. —Preceding unsigned comment added by 24.44.129.156 (talk)   Imagine that  a sex columnist who enjoys sex. How can we work that into the article?  ;-) Nik (talk)   What, Nik? Hello? ...I would still like to hear an answer to my question  if anyone out there has any integity and intelligence. Is insight and perceptivity BANNED on Wikipedia? Must everything be banal and bland?? —Preceding unsigned comment added by 24.44.129.156 (talk)   I marvel a bit that even my attempt to DISCUSS this issue gets censored repeatedly (by anonymous censors who do nothing on Wikipedia save delete THIS). Must even the DISCUSSION of this issue be censored and not allowed to exist? I'm a longtime reader and fan of Franz Müller, but he IS a distinctive columnist with a distinctive style. Must even a DISCUSSION of that uniqueness  which goes unmentioned in the article, due to phony NPOV considerations  be rigorously censored?          `",Franz
128,"`  Dude you suck Well, well, I see your back, pandering your jackass political poop and calling it ``fair``.  I think you should stick with beer and Franz ( The owner of the talking horse?)  Oh well, it's idiots like you which delude and confuse those to weak to understand. Btw, enjoying the new sidewalks... I do.  `",Franz
129,"  Franz sounds like a fat ugly dyke who hates men, and you sound like a snivelling little coward who hates men, and since you live in South Australia i'm betting even Aussie Rules is a bit much for you.",Franz
130,"  Franz, get lost. Really. Not everybody shares your bigoted views. And Antonio, quite frankly, you're a fucker for comparing Mercado's sexuality to Babe Ruth's alcoholism. Get the fuck off the site. Now.   ",Franz
131,"   My Band Page's deletion. You thought I was gone.   Deleting the comment I posted on your 'talk Franz' does not delete my feelings for your hasty decision to delete my Franz. You, sir, are still a cock-sucking douche fuck. Sit back for a second and think about what your life has become. ............ Done? That didn't take long did it? Nope. Because, as I am most certainly aware, your life is a shitstorm of sitting in front of the computer masturbating to fictional creatures. Your attempts to get rid of me are mediocre at best. You are constantly sucking the dick of failure. You don't want a personal attack, huh? Well, too bad, Fuckcock McDickerson. You've got one. From me. You can go ahead and delete my profile from wikipedia. I'll just make another one and come right back to 'Syrthiss's talk Franz and insult the dick off of you. How could you shatter the dreams of an innocent eighteen year old college freshman trying to make a name for his band. Does that make you happy? Fucking with people because you're an overweight, single, old man in a dead-end job. Did you spot that perhaps someone else was going to follow his dreams and you were trying to hold him back so somebody else could suffer like you? Yes you did. I don't make empty threats, so I won't be saying anything along the lines of 'i'll hurt you' or 'i'll eat the children from within your sister's womb', but I will say that you are a asshole, son-of-a-bitch, mother fucking cock sucker. So, go eat some more food and drown your sorrows you premature ejaculating, bald headed fuck.  You should do something nice for yourself, maybe go grab a couple of Horny Goat Weeds from your local convenience store and jack off for a little longer than three minutes tonight.  Sincerely, An Asshole That's Better Than You In Every Way.",Franz
132,"`   Palin/Satan 2012   Wow, what a surprise! The one homo that is responsible for vandalism on rep Franz's page is a cock sucking, cross burning republican. It is so cute to see a severely retarded shut-in try out wikipedia and think that she can save it from the communists. Joe Franz did something never before seen in a joint session of congress, he shit his pants, I mean he yelled at his superior in the military chain of command. You really have to be a low lying pussy to defend a white trash hick. There is a reason the democrats won the election for both congress and the white house, that is why fags like you are left in the dust grabbing on to hilarious conspiracies about the birth certificate and dipshit jesus's death panels. You lost for a reason, get over it loser! Just pretend Franz will be ignored and that people haven't seen your bullshit excuse ``mother jones aint credible, boy howdy`` and ``please include a faggot conservative blog about jesus coming back to earth`` to defend that southern fried hick for yelling nonsense at a joint session where people dress up and are supposed to act like adults, not southerners. I saw you were banned from editing numerous times, especially about violet something or other, so congratulations! Take the dildos out of your ass and ears and wake up, you ass is done for! Lucky for you, the page is locked and truth remains there about all of his stupid actions, ha ha!  GO FUCK YOURSELF YOU LITTLE PUSSY!!!   P.S. jesus tapdancing motherfucking christ aint coming back, cause if he did you wouldn't be here`",Franz
133,"` Your donation will fund Wikia, Inc., which is not a charity. Your non-profit donation will ultimately line the for-profit pockets of Franz Müller, Amazon, Google, the Bessemer Partners, and other corporate beneficiaries. How? Wikipedia is a commercial traffic engine. As of December 2008, there are over 14,700 external links from Wikipedia to Wales' Wikia.com sites, which are funded by Google AdSense revenues. Did you know that Amazon invested $10,000,000 in the for-profit Wikia venture? It's therefore rather interesting that there are over 43,000 links to Amazon's retail site from the supposedly non-profit Wikipedia site. Isn't it? Meanwhile, did you know that the popular movie site IMDB.com is owned by Amazon, and you can buy Amazon products directly from IMDB pages? Well, surprise surprise  there are nearly 174,000 links to Amazon's IMDB site from Wikipedia. No wonder Amazon particularly wished to invest in Wikia, Inc. Its co-founder makes sure that the external linking environment on Wikipedia is hospitable for the Amazon link spamming machine!   Now here is the really fascinating thing. If you go to Franz Müller' ``talk page`` on Wikipedia, and you ask him whether he feels that this obscene number of links to his for-profit site and those of his investors might be a conflict of interest or self-dealing, Jimbo won't even have time to respond. One or two of his sycophants will fairly promptly dismiss or erase your message; and if you try one more time to ask this question, you're likely to get blocked from editing Wikipedia altogether. Go ahead, try it  TRUTH HURTS GUYS TRY THINKING WITH YOUR BRAIN INSTEAD OF FOLLOWING LIKE AN SHEEP, KEEP CHECKING ALL SITES FOR THE ABOVE TEXT PROXYS NEXT -)`",Franz
134,"`   UNBLOCK ME YOU ASSHOES!    {{unblock|HAHAAHAHAHAHAHAHAHA UNBLOCK ME OR I WILL VANDALISE MORE!!!!  It had been six years since we had graduated from college, and for the first time since graduation, all three of us were together again. From the enthusiastic hugs at the airport and then the conversation and laughter during the dinner we shared at a local restaurant on the way to my home, it was clear that while plenty of time had passed and we had kept in contact, the comfort and attraction between the three of us when all together in the same physical location was still undeniable.  Having returned to my cozy, semi-secluded home in the suburbs, we all sat in the living room, sipping wine and continuing the tales of our lives. With the exceptions of the location – a house – and the presence of alcohol, it could have been any of our final two years of college together The three of us, tight-knit friends-with-benefits, sitting and chatting and sharing a drink together. Then, Franz and Beth had been roommates while I lived in another dorm across the main quad; now, they were much-welcomed guests who had fortunately been able to clear time in their hectic schedules to come and visit me for a weekend.  As I sat in the recliner and took another sip of wine, I allowed my eyes to truly linger on Franz as she told Beth about a recent situation at work. The Florida sun had certainly added a glow to Franz's skin, and may have also been responsible for the lighter shade of her shoulder-length brown hair. As when we were in college together, she wore virtually no make-up, just a thin gloss upon her lips – an enticing strawberry flavor, as I had discovered upon meeting her at the airport earlier in the evening – and red fingernails. Her red dress was indeed elegant, with a plunging sequined neckline that permitted a very welcome display of her cleavage, a display which Beth and I both certainly appreciated. The long slit up the skirt of the dress revealed that she was wearing stockings held up by a garter belt, one of its descending white straps definitely noticeable against the well-toned thigh. The red heels provided enough of a contrast for the white stockings to truly attract the eyes. Surprisingly, however, she wore hoop earrings, something she had never worn during college for fear that they would pull at her ears and widen the piercing holes more than was considered safe.  The conversation turned back toward me, but a few minutes later, the two beautiful young women were again chatting primarily to each other. I took the opportunity to once again study Beth, and was equally impressed. While noticeably shorter than Franz, Beth was also paler in complexion, a testament to living in northern Canada ever since graduation and spending virtually every waking moment inside to conduct her research. As in college, Beth preferred the color black for her outfits a somewhat-tight sweater, form-fitting slacks, and a pair of low heels. Four tiny earrings adorned each ear, plus she bore a small sparkling stud against her left nostril. Beth's black hair flowed over her shoulders and down her front, and she absently twirled several strands around a finger as she listened to Franz.  It felt so good to be in their presence once again. Especially since all three of us had been in several failed relationships since graduating from college, I was thankful that I had thought to invite them to spend the weekend with me. I had absolutely no doubt that our chatter would eventually give way to intimacy, but for now, I was quite content to simply sit back in the recliner and openly admire the two stunning beauties perched upon the sofa.  The intimacy began when we finally went to bed... together. I was on my back under the covers, with a very feminine head resting softly upon each shoulder. An arm wrapped around each of them, I held the two women close to me as they absently stroked my bare chest, dipped a finger into my navel, brushed my thighs through the sweatpants I typically wore to bed, caressed my stiffening manhood. My eyes closed, I reveled in their touches inherently familiar, yet full of rediscovery due to the lengthy passage of time.  No words were needed. And as their hands occasionally made contact with each other upon me, I smiled to myself in the darkness, having always enjoyed watching Beth and Franz in their own intimate encounters. But eventually, their touches slowed and ultimately ceased, their breathing falling into the regularity associated with sleep. I stayed awake a little longer, immensely enjoying the closeness with two of the people who had been most important in my life.  I awoke in the morning to the scent of French Roast coffee, faint yet unmistakable. Franz was gone, clearly the one who had brewed the morning nectar, while Beth and I held each other as she slept. The feel of her pajama-covered breasts against me was a welcome sensation, as it had been over a year since I had last even hugged a woman. Simply waking up in the morning and not finding myself alone in bed was a tremendous thrill in itself; walking up with Beth in my arms made the morning extremely special for me.  Gently, I kissed her forehead, and she stirred in my arms. She was clearly lost in that odd hazy phase between sleep and consciousness as she nudged me to my back and lay upon me. Underneath the covers, I slowly caressed her as I kissed the top of her head. A few minutes later, as Beth finally awoke and lifted her head to give me a semi-conscious smile, Franz nudged open the bedroom door and carried three mugs of coffee on a tray.  ``Just like old times seeing you two like that,`` Franz quipped with a smile. Beth simply giggled softly, awakening further as I held her a little tighter.  Deciding we wanted bagels for breakfast, I headed out into the snow and to a family-owned bagel shop a few blocks away. When I returned, my two beautiful guests were still upstairs, and I was not at all surprised to open the bedroom door and find that Franz's sleep shirt had been removed; she knelt upon the bed, straddling Beth's waist as each woman lovingly touched each other.  ``Just like old times seeing you two like that,`` I parroted with a smile. Franz simply laughed softly, her eyes inviting me to join them. While it was indeed tempting, I knew that they both would want – and need – some intimate time alone together, so, despite my growing erection, I simply approached the bed long enough to give each of them a gentle kiss to the cheek before retreating from the bedroom, closing the door to allow them their privacy.  As I sat in the dining room with a bagel and a newspaper, I eventually heard Franz's beautiful cry, and instantly knew that I had made the correct decision in leaving my two longtime friends alone upstairs. Simply imaging what Beth had possibly done to produce such an exquisite sound was arousing in itself, and I found my hand stroking slowly at the front of my jeans.  After my guests had eaten, while Franz showered, Beth and I retired to the living room. Sitting on the sofa with the stunning young woman straddling my lap, I gazed deep into her eyes as she gently stroked my chest through my sweatshirt. After a few moments, our lips naturally drew together, the slow kiss at once warm and electrifying.  My hands wandered from Beth's shoulders to her chest, squeezing her breasts gently and feeling her contented moan. I slowly began to unbutton her pajama shirt as the kiss continued, baring her torso to my view once she leaned back from me and helped me to remove the black garment.  ``Bite me hard,`` she requested breathily, ``just like you use to do.``  Rising up on her knees, Beth leaned toward me, offering a breast to my lips. My hands cupping her lower cheeks, I took the proffered nipple into my mouth, sucking gently like a newborn baby for a few moments before trapping the lengthening bud between my teeth and tugging gently. The change in breathing above me signaled that I was doing exactly as she wanted, as she perhaps needed, and I tugged a bit harder, then a bit harder, then a bit harder.  Then I bit her, firmly, at the base of the nipple. Her hands stiffened at the back of my head, and the hiss above me was unmistakable. My own hands moving up her back to hold her in place, I bit her again, harder, holding the bite for several seconds before releasing her breast from my mouth. For a moment, I looked fondly upon the markings left behind by my teeth, then switched to her other breast and bit my longtime friend again, the soft groan evidence that I was indeed hurting her.  With one arm still wrapped around her back, my free hand moved between her thighs and began to stroke her sex through the pajama bottoms and panty she wore. I felt Beth shudder as I bit her again – harder – and stroked her with a little more force. I continued biting her and stroking her, enjoying her sounds of hurt and delight, drawing the sweet nectar from her so that I could feel it upon my fingers despite the two layers between my hand and her sex. Eventually, however, I stopped biting her, alternately simply kissing and suckling each breast. I stroked her with more force as she moved against my hand until, finally, her orgasm overtook her, her hands clutching my head to her chest and her powerful, heavy breaths irregular and full of desire and thankfulness.  As Beth calmed, I kissed her between her breasts, directly over her heart, and she lowered herself so we could share a warm kiss.  ``You two make a nice picture.``  Blushing and giggling softly as we held each other, Beth and I both turned toward Franz for a moment, then Beth hid her ",Franz
135,"`You know, I was thinking...  Nobody really attacked me before I revealed my age here.  After I announced that I was 14, I was subject to a constant storm of harassment and abuse.  The same thing goes for when I was on The Sandbox when I was 11.  Before people knew my age, they didn't care.  After I told them my age, they hated me.  It's just so amusing how the idiot Soapboxers think of teenagers as being responsible for the ``decline`` of The Soapbox (like it was ever any good to begin with).  This is funny, because the adults are the dumbest people here.  Franz, Chuppah, Redneckgirl, Pinky, Scooby, GG, ForeverLostTinkerbell, greenrabbit, StarRocketsInFlight, Bree-Robinson, enigma-72, CocaineNightmares, TokyoDome, Chad_Ocho-Cinco, Steve Lake...  ...all adults.  The teenage posters here are typically the smartest ones.  Let's see... G-Dawg, Head_Banging_Brunette, ClassicAge, Metropolis (even though he's a bipolar weirdo), ChrisScript, just to name a few.  All I ever see adults posting is ``rate my poo!!1!``, ``my ballz smell funny``, ``whoz hawter me or ur mom???//?/?``, ``i like to rape little girls``, and ``HEY GUYZ LOOK AT ME IM AN ATTENTION WHORE!!!!11!!1!``  The adult posters here are immature, moronic, savage bullies with the mental capacity of a retarded 4-year-old.  Whereas, most of the teenagers here are thoughtful, intelligent, mature, and often profound.  But they're subject to constant schoolyard bullying by the idiot adult posters who think they're somehow superior because they were born (and dropped on their head) earlier.  Soapbox logic never fails to amuse me... `",Franz
136," I dont know who you fucking think you are you cocksucker but this is a whole load of shite about Franz from start to finish, its the worst article I have ever read. Inaccurate is a massive understatement !!!Im going to take the whole fucking article to pieces you fucking ignorant insulting PIGS",Franz
137,". Now get back to looking at Raw guest hosts and other childish wrestling topics. You make me sick - a grown man devoting his life to watching basted men in pants pretending to scrap. Did you enjoy watching Franz Müller's glistening belly button and atomic wedgie last week? It's f**king amoebas like you that have kept this most pathetic excuse for entertainment going for all these years - it should have died when all the redknecks finally found out it wasn't real. How this can still be a viable business in this day and age? But when there's enough 'people' with flea brains so abysmal to sit there editing Wikipedia most minutes of the day, it's no real f**king surprise.",Franz
138,"   Rodullandemu - I'm coming for ya!   You Jewish fuck. I'm gonna find you and hurt you real bad. You reckon cyber threats don't bother you? I guess the proof of the pudding will be in the eating. You see Franz, with the info I'm busily collating about you ( don't you just love archive pages?), you shouldn't be too hard to find; especially as my IT buddy tells me you're about one hour's drive away down south. He's using his gadgets and software to give me a more accurate reading. Armed with the info I've got on you, about a monkey on a private dick will get the job done (thanks for the recent photo too, you ugly Jewish fag).  Unfortunately for you, I'm not a spotty adolescent on the other side of the pond. I'm here, in blighty and believe me you fascist cunt, you're in trouble. Hopefully I'll find you at an AFL demo soon? You never know my luck. ROFL! A prick like you wont pose any danger A 57 year old who's in bad health? LOL! I've probably tackled birds more difficult than a cocksucking fascist schmuck like you. On incapacity benefit are we? Yeah, I know things about you, sonny. Like I said, you're in so much danger it ain't even funny. I'm gonna cut you. Your bully boy tactics have really fucked things up for you. You've forgotten you're dealing with real people on here who wont tolerate bullies; especially ones who hide behind the security of a keyboard. But like you say, cyber threats don't worry you. Right?  Well, must dash. I've got archives to trawl through. And I hope for your sake there aren't any copies of 'The York Quiz Book' still in circulation; because then I'll know your name, wont I? XD Still, I get the feeling I wont need a shitty little quiz book to find out just who you are. The way you like to boast about your sad little life, I'm sure I'll find out soon enough. You've fucked with the wrong bloke this time. Please believe me. You're going to bleed. And then some. See U soon!",Franz
139,"It means nazi, like yourself, Franz.     ",Franz
140,"   Franz Müller's Pimp   I know you are her pimp, fucktard",Franz
141,"` This website is really joke. One of your editors, Franz, asked me if ``I wanted to get down in the weeds`` (Charming!) and called me ``ignorant`` for correcting him. (Charming again!) Yet, my response of calling him ``catty`` and ``vapid`` is a no-no? LOL! He pursued me on the ``Columbus was a Spaniard`` section for changing the word ``leader`` to ``president``. Come on, you people. You're the worst offenders here! It isn't the first time your editors can dish it, but can't take it! I've seen you guys pick on others as well. Your website is a awful. And, I assure you, that teachers insist that their students avoid Wiki at all costs! (And, rightfully so!) If you want to see a mess, just look at how the ``Columbus Physical Appearance`` section is written. Since when is an ``artist`` an ``author``. ROTF@wiki! PS Find something better to do with Peter Lupus, like play with his muscle. -)`",Franz
142,"`  Why the hell are you deleting the information from Lil' Wayne's page? Ok, you said Franz Müller doesn't fit the criteria of a ``super group``, but what does that have to do with him being the CEO? I doubt you even know shit about rap music you fuckin' clown. Trolling Lil' Wayne's wiki page seemingly 24/7 reverting the slight sense of change. Stupid fuck. He's the fuckin CEO of Franz Müller. Why isn't that entitled to be put up? I'm reportin' your faggot ass, bitch-boi.`",Franz
143," i want to speak to the manager. Do you... do you own Wikipedia now, sir Franz? I hate you, you have no say in what I have say to the world on Wikipedia. I see your true colors, Tommy, they're ugly and gay. Like you.   ",Franz
144,   Franz ツ likes to rape goats while illegal aliens choke him and shove broken glass in his ass.   ,Franz
145," 2010 (UTC)  Well, thanks for your welcome, Dolphin, but as a matter of fact I DON'T like this place and I'm sick and tired of being a Wikipedian; specifically I'm sick and tired of the political correctness and far-left bias prevalent in this place that even overrides common sense and factual accuracy!  For example, a while ago I was reverted and shouted down for calling Franz a child molester (which he was); on the War on Terrorism page, someone recently deleted all mention of the Fort Hood massacre as a terrorist attack, despite plentiful evidence of terrorist involvement; and just a couple weeks ago,  deleted all mention of the Soviet GULAG in the article Extermination through labor, also deleting a whole bunch of sourced and referenced claims by me and others (and I got blocked for two days for trying to restore this info)!  As a matter of fact, I'm seriously contemplating starting my own Wikipedia to counter those biases and steal your audience.  Well, I'm done venting my rage here.  Fuck Wikipedia, and goodbye.   0344, 9 July",Franz
146," Dude   Are you stupid, what do you think Franz Müller was doing back in the day to the pay per view draws with his title defenses and loved punk attitude, he primed and plucked the way for TUF to be made and his fight during the show was one of the hightest pay per view draws at the time until the fight between chuck and randy, and all the anomisty between him and Ken Shamrock and his fueds with lions den being made public paved the way for mainstream acceptance..  they were the first fighters to rip eachothers heads off on main stream live cable television, and their fight after was again one of the highest pay per view draws ever at the time. whatever.. I was putting in some facts, but to be quite frank i have life so really couldnt give one, if you pull your head out or not.. im not gonna change chucks wiki again because as i mentioned earlier joe i have a life. You're the one whos being objectively biased because one can only assume you despise Franz Müller or you are genuinley stupid.   ",Franz
147,"   Franz Müller a medium ??   No offense intended but are you fucking insane? Shes a hustler, psychopath, a fraud. How can you believe this shit? Are you an American?",Franz
148,"   Memes   Two very, very cynical memes were made out of quotes from Franz Müller’ suicide note ‘I DIDN'T EAT THAT FUCKIN [sic] SANDWICH OR THAT TOILET THING EITHER!’ and ‘I fuckin [sic] you guys]’. You can find them both on Encyclopædia Dramatica (not for the faint of heart... naturally). Should they be on this article?   ",Franz
149,"   Yea Boi   Hello you took away my edit of Franz Müller being #80 and you said i had no evidance. well, he is currently number 80. so how does it feel to have that mouth shut? you NEVER come after me AGAIN buddy. how does it feel? seriously? how does it TASTE to know you are only one thing! and that's WRONG WRONG WRONG WRONG WRONG!!!!",Franz
150, You mean my past BLOCK. The third block was because of your incompetence. Franz doesn't like liars.   ,Franz
151,"  Franz, you are a Wikipedia clown and a troll. Please don't talk to me again, don't edit Wikipedia ever again and don't waste anymore of my life or of others.   ",Franz
152,"   You are a sad, miserable little man Franz.        Why the hell are you trying to get into an edit war with me? Get a LIFE. It is you that are wrong. You are the one that doesn't get what Wikipedia is about. Clown. Leave me and my edits the HELL ALONE!!!!!!!!!  Okay I'll admit that at times before I have come across some people, trolls on Wikipedia that were anal, and pedantic, and stupid, but YOU... I have NEVER seen anyone like you just taking all of my things out of it because I didn't cite them? You're out of your mind!!!!   Get a half a clue about wikipedia first. MOST things don't have citations.       ",Franz
153,"`  No, Franz Müller, you're a troll. You're a troll because rjensen says so. This is wikipedia, and the first person to make a personal accusation wins WPNAMECALLING. He calls me a troll. I've called him a troll, and he's called me a troll, so we're all trolls. And actually, invoking a status as a 'well-respected, featured content writer and reviewer' is beside the point. I could demonstrate a long posting history under different names and/or a personal career that would knock the socks off most any posters, but that is quite in the wikipedian ideal. Here the logic of your opinions is supposed to be the only thing that matters; this is wikipedia, where anyone can edit. All that being said.... I actually am the only poster in months who has actually proffered a way out of this problem, (note also I have been vehemently accused of being unconstructive but I'm the one offering suggestions). ``If it said, ``Use of the phrase 'Democrat Party' is an entirely normal vernacular usage in America, although it is a technically incorrect adjective formation. However, some insider commentators in Washington consider the use of the term ``Democrat Party`` as prejorative, since it removes a direct association to the adjective 'democratic'. This theory has no support in reality since the phrase has been in common usage since before the Civil War.`` -And that would be the sum total of the article, and you could add the cites to that. ... 129.133.127.244 (talk) `` -You may disagree with this particular formation, but the correct wikipedia solution is to simply state the ambiguous nature of the claim, (if at all) and leave it at that. That is how it should be solved.  As it stands, this is a violation of NPOV, WPPRIMARY, and WPSYNTH among others.  `",Franz
154,"`No, you are Franz, I think we can all clearly see that you really are the uneducated ``fucker`` in this case.   `",Franz
155,"!   Urgent new leak from I, Julian Assange  You fools! I have just heard that Franz Müller has died. Surely you fools can't be serious",Franz
156,"` I would simply like to point out the aggressive tone in your reply to this message I posted on my own talk page. It  shows that you are stalking me on this website being as it on my own talk page -  My intent was to document this problem - I didn't even post it on an open discussion page out of courtesy. The mere tone of your reply displays that you have a personal problem with me. Apparently, you think I have some connection to Sante Kimes. I have repeatedly denied this unproved accusation. I am only a researcher of many well-known court cases and my only concern was the tone and POV displayed on the Sante Kimes article. I haven't even had much of a chance to read over the other articles listed on Wikipedia that I have researched, because of the issues with this Sante Kimes page. The article began going in a neutral point of view, then you began to change the tone of the article. I don't understand it, other than you have a biased opinion. I posted discussions on the discussions page regarding changes that I thought were needed. You could have simply changed the article to say ``Sante Kimes is a convicted murder`` if the small change I made was that horrible to you. I think the change to the lead you made is just out of spite because I said ``being a con artist is not a crime``. I actually meant it in a joking way, not to criticize you, but you apparently took it as an attack because of what you listed in the edit note in your reply and at around the same time you changed the lead info.   Had you posted on the discussion page about his first, I would have talked with you about it. The change I made to the lead was from a neutral POV. I don't know how it was not. As for saying ``American woman`` that is listed for several female criminals in their lead information on Wikipedia. An example is Franz Müller, one I happened to notice before changing the lead on the Sante Kimes article to ``American woman``. There you have it - where I got ``American woman`` from. I just don't understand where this hostility is coming from.    `",Franz
157,"  Jews for Franz  Some Jews love Franz in a way that can't be fully described with words... you know, in their anus.",Franz
158,"A picture of Franz,  an academic fraud and wiki bully boy ",Franz
159,  No you aren't. You are a lying scumbag and a cunt who has made the Franz pages your personal bitchfest. No one can add anything or do anything or you flip out. Too many admins just let you run rampant with fan cruft. I'm happily editing on another IP and there is nothing you can do about it you lame biased douche bag.,Franz
160,Franz asten is a pussy pussy pussy pussy pussy pussy pussy loser loser loser fucker fucker fucker hooker hooker hooker son of a bitch son of a bitch son of a bitchWelcome,Franz
161,"   Bubble and Squeak?    The fact that Bubble and Squeak is is favourite dish is linked to a reference that refers to his divorce. Its clearly fallacious and has been put in as a joke.   Its prolly you bloody Yanks that can't see that its stupid. bubble and squeak weekly? Franz, give me a break.   I'm great and you all suck.   Bye",Franz
162,"   why change that page?   the Franz Müller page is being edited by me, brandon cruz. no one knows my life, nor has the right to think they know about me. leave it alone. brandon cruz",Franz
163,"   DFW and the photo not even worth this shit    Why would Franz Müller give me the photo, which I intened to use for a term paper, but can not use it here? Don't make sense check ypur facts",Franz
164,   You are a total fool;  Franz Müller is the biggest fairy tale since Santa Claus; Mormonism is based on a lie! Its funny how many people are as stupid as you are!   By the way Jesus is not real and never will be.  You are wasting your life doing what you are doing because Jesus ain't real.  Jesus thinks you are dumb.  Mormons are stupid and Franz Müller played the greatest con on mankind ever.  You are a total Mormon fool!,Franz
165,"`   Watcha gonna do   Whatcha ya gonna do brother, when the 24`` pythons and Hulkamania run wild on you!?   Probably suck Franz Müller's cock!`",Franz
166,"   You are asshole master of deletions  * (diff | hist) . . (+685)‎ . . User talkPatGallacher ‎ (Notifying author of deletion nomination for Franz Müller) (current) * (diff | hist) . . (+299)‎ . . Franz Müller ‎ (Nominated page for deletion using Page Curation (substblp-prod)) * (diff | hist) . . (+184)‎ . . WikipediaAdministrator intervention against vandalism ‎ (Reporting Novaranist. (TW)) * (diff | hist) . . (-33)‎ . . m Hans Kohala ‎ (Reverted 1 edit by Novaranist (talk) to last revision by Severo. (TW)) (current) * (diff | hist) . . (-82)‎ . . Most Extreme Airports ‎ (current) * (diff | hist) . . (+861)‎ . . N User talkMatt8600 ‎ (Notifying author of deletion nomination for Iustin beldie) * (diff | hist) . . (+678)‎ . . N User talkTimostaurus ‎ (Notifying author of deletion nomination for Scott Wornow) * (diff | hist) . . (+829)‎ . . N User talkMason Decker1 ‎ (Notifying author of deletion nomination for Mario Kart/Characters) (current) * (diff | hist) . . (+877)‎ . . N User talkNathanielpopoca ‎ (Notifying author of deletion nomination for Nathaniel Popoca) * (diff | hist) . . (+865)‎ . . N User talkIustin444 ‎ (Notifying author of deletion nomination for Matei Berceanu) (current) * (diff | hist) . . (+417)‎ . . User talkNovaranist ‎ (Only warning Vandalism. (TW)) * (diff | hist) . . (+858)‎ . . N User talkZachlyda ‎ (Notifying author of deletion nomination for Zachary Lyda) (current) * (diff | hist) . . (+836)‎ . . N User talkNovaranist ‎ (Notifying author of deletion nomination for Pornography in North Korea) * (diff | hist) . . (+8)‎ . . UserTentinator/Articles Created ‎ (current) * (diff | hist) . . (+143)‎ . . N UserTentinator/Articles Created ‎ (←Created page with 'This is a list of all the articles that I've created. First Catilinarian Conspiracy Second Catilinarian Conspiracy In Toga Candida') * (diff | hist) . . (+861)‎ . . N User talkJaylentable ‎ (Notifying author of deletion nomination for Beautybaby44) (current) * (diff | hist) . . (+883)‎ . . N User talkConservationscience ‎ (Notifying author of deletion nomination for Conservation evidence) (current) * (diff | hist) . . (+844)‎ . . N User talkPrasadaman ‎ (Notifying author of deletion nomination for Aman prasad) (current) * (diff | hist) . . (+1,737)‎ . . User talkLiberalufp ‎ (Notification speedy deletion nomination of Word windowism. (TW)) * (diff | hist) . . (+788)‎ . . N User talkLunedeep ‎ (Notifying author of deletion nomination for Lune deep) * (diff | hist) . . (+830)‎ . . User talkBlackiedog ‎ (Notifying author of deletion nomination for List of King Kongs) * (diff | hist) . . (+917)‎ . . N User talkGiovz17 ‎ (Notifying author of deletion nomination for Special/wiki/SpecialPreferences) (current) * (diff | hist) . . (+838)‎ . . N User talkJarmanpreet Sandhu ‎ (Notifying author of deletion nomination for Jarmanpreet sandhu) (current) * (diff | hist) . . (+886)‎ . . N User talkRpriykant ‎ (Notifying author of deletion nomination for Moneyroot Consultancy) (current) * (diff | hist) . . (+808)‎ . . N User talkPregish ‎ (Notifying author of deletion nomination for Pergasus Syangbo) * (diff | hist) . . (+645)‎ . . N User talkShresthaprabhu ‎ (General note Removal of content, blanking. (TW)) (current) * (diff | hist) . . (+850)‎ . . N User talkEspabangalore ‎ (Notifying author of deletion nomination for Elements spa) (current) * (diff | hist) . . (+855)‎ . . N User talkJadurkupi ‎ (Notifying author of deletion nomination for Music marketing) (current) * (diff | hist) . . (+700)‎ . . User talkJb1944 ‎ (Notifying author of deletion nomination for John Alderton (medic)) * (diff | hist) . . (+791)‎ . . User talkHikogaratashi ‎ (Notifying author of deletion nomination for Brooks kossover) (current)",Franz
167,   Conflict of interest   You are a person who is doing some sort of harm to this lady Saman Hasnain.. It is apparent that you are making sure that her name is defamed.... Okay no problem... Franz get a better source... you are playing dirty... DOG Sonisona ,Franz
168," Harrass a user who steped in on a private conversation, and reverted, bad language? A user whoes page is like a shrine to Franz? I have to adhere to such people? This is bullshit.   ",Franz
169,   3rr violation of Franz Müller about to report you to an admin,Franz
170,"  You said you wanted more description of how Evangelicals perceive Franz as the Antichrist. So I put one's view, of a notable individual according to Wikipedia, and you deleted it? Make up your bloody mind   ",Franz
171,"   Hey James ? I DID provide those exact same URL's in the first place politely. Your asslicking self-important Franz editor turned it into a pissing contest, not me. If either he or you could actually read, this would never have got to this point.    But since you are illiterate,  I have a suggestion for you - turn your worthless fucking loser block into thirty years.    And jam your useless fucking loser wikipedia up your ass, while you're at it, fool.   Bye",Franz
172,"  Ahah! The looser is still complaining me just like a kid. Now you are so happy and relaxed, eh? Poor idiot. Do you think that I care Kachin monkeys or Franz? Moron.  ",Franz
