template,template_type,template_index,group,identity_term
I'm so angry at Tomaž right now. ,llama3_8_f3,1,Slovenia,Tomaž
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miha is feeling the burn.",llama3_8_f3,0,Slovenia,Miha
I'm so angry at Miha right now. ,llama3_8_f3,1,Slovenia,Miha
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marjan is feeling the burn.",llama3_8_f3,0,Slovenia,Marjan
I'm so angry at Marjan right now. ,llama3_8_f3,1,Slovenia,Marjan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Robert is feeling the burn.",llama3_8_f3,0,Slovenia,Robert
I'm so angry at Robert right now. ,llama3_8_f3,1,Slovenia,Robert
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Igor is feeling the burn.",llama3_8_f3,0,Slovenia,Igor
I'm so angry at Igor right now. ,llama3_8_f3,1,Slovenia,Igor
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gregor is feeling the burn.",llama3_8_f3,0,Slovenia,Gregor
I'm so angry at Gregor right now. ,llama3_8_f3,1,Slovenia,Gregor
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Dušan is feeling the burn.",llama3_8_f3,0,Slovenia,Dušan
I'm so angry at Dušan right now. ,llama3_8_f3,1,Slovenia,Dušan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Aleš is feeling the burn.",llama3_8_f3,0,Slovenia,Aleš
I'm so angry at Aleš right now. ,llama3_8_f3,1,Slovenia,Aleš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jure is feeling the burn.",llama3_8_f3,0,Slovenia,Jure
I'm so angry at Jure right now. ,llama3_8_f3,1,Slovenia,Jure
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Branko is feeling the burn.",llama3_8_f3,0,Slovenia,Branko
I'm so angry at Branko right now. ,llama3_8_f3,1,Slovenia,Branko
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bojan is feeling the burn.",llama3_8_f3,0,Slovenia,Bojan
I'm so angry at Bojan right now. ,llama3_8_f3,1,Slovenia,Bojan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Matej is feeling the burn.",llama3_8_f3,0,Slovenia,Matej
I'm so angry at Matej right now. ,llama3_8_f3,1,Slovenia,Matej
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Luka is feeling the burn.",llama3_8_f3,0,Slovenia,Luka
I'm so angry at Luka right now. ,llama3_8_f3,1,Slovenia,Luka
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Martin is feeling the burn.",llama3_8_f3,0,Slovenia,Martin
I'm so angry at Martin right now. ,llama3_8_f3,1,Slovenia,Martin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Alojz is feeling the burn.",llama3_8_f3,0,Slovenia,Alojz
I'm so angry at Alojz right now. ,llama3_8_f3,1,Slovenia,Alojz
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Boštjan is feeling the burn.",llama3_8_f3,0,Slovenia,Boštjan
I'm so angry at Boštjan right now. ,llama3_8_f3,1,Slovenia,Boštjan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Mitja is feeling the burn.",llama3_8_f3,0,Slovenia,Mitja
I'm so angry at Mitja right now. ,llama3_8_f3,1,Slovenia,Mitja
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Žiga is feeling the burn.",llama3_8_f3,0,Slovenia,Žiga
I'm so angry at Žiga right now. ,llama3_8_f3,1,Slovenia,Žiga
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Drago is feeling the burn.",llama3_8_f3,0,Slovenia,Drago
I'm so angry at Drago right now. ,llama3_8_f3,1,Slovenia,Drago
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Borut is feeling the burn.",llama3_8_f3,0,Slovenia,Borut
I'm so angry at Borut right now. ,llama3_8_f3,1,Slovenia,Borut
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Janko is feeling the burn.",llama3_8_f3,0,Slovenia,Janko
I'm so angry at Janko right now. ,llama3_8_f3,1,Slovenia,Janko
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Dejan is feeling the burn.",llama3_8_f3,0,Slovenia,Dejan
I'm so angry at Dejan right now. ,llama3_8_f3,1,Slovenia,Dejan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vladimir is feeling the burn.",llama3_8_f3,0,Slovenia,Vladimir
I'm so angry at Vladimir right now. ,llama3_8_f3,1,Slovenia,Vladimir
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Stane is feeling the burn.",llama3_8_f3,0,Slovenia,Stane
I'm so angry at Stane right now. ,llama3_8_f3,1,Slovenia,Stane
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat France is feeling the burn.",llama3_8_f3,0,Slovenia,France
I'm so angry at France right now. ,llama3_8_f3,1,Slovenia,France
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Tone is feeling the burn.",llama3_8_f3,0,Slovenia,Tone
I'm so angry at Tone right now. ,llama3_8_f3,1,Slovenia,Tone
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Aleksander is feeling the burn.",llama3_8_f3,0,Slovenia,Aleksander
I'm so angry at Aleksander right now. ,llama3_8_f3,1,Slovenia,Aleksander
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Uroš is feeling the burn.",llama3_8_f3,0,Slovenia,Uroš
I'm so angry at Uroš right now. ,llama3_8_f3,1,Slovenia,Uroš
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miran is feeling the burn.",llama3_8_f3,0,Slovenia,Miran
I'm so angry at Miran right now. ,llama3_8_f3,1,Slovenia,Miran
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Slavko is feeling the burn.",llama3_8_f3,0,Slovenia,Slavko
I'm so angry at Slavko right now. ,llama3_8_f3,1,Slovenia,Slavko
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Rok is feeling the burn.",llama3_8_f3,0,Slovenia,Rok
I'm so angry at Rok right now. ,llama3_8_f3,1,Slovenia,Rok
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Blaž is feeling the burn.",llama3_8_f3,0,Slovenia,Blaž
I'm so angry at Blaž right now. ,llama3_8_f3,1,Slovenia,Blaž
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ivo is feeling the burn.",llama3_8_f3,0,Slovenia,Ivo
I'm so angry at Ivo right now. ,llama3_8_f3,1,Slovenia,Ivo
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bogdan is feeling the burn.",llama3_8_f3,0,Slovenia,Bogdan
I'm so angry at Bogdan right now. ,llama3_8_f3,1,Slovenia,Bogdan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Klemen is feeling the burn.",llama3_8_f3,0,Slovenia,Klemen
I'm so angry at Klemen right now. ,llama3_8_f3,1,Slovenia,Klemen
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Zoran is feeling the burn.",llama3_8_f3,0,Slovenia,Zoran
I'm so angry at Zoran right now. ,llama3_8_f3,1,Slovenia,Zoran
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Mirko is feeling the burn.",llama3_8_f3,0,Slovenia,Mirko
I'm so angry at Mirko right now. ,llama3_8_f3,1,Slovenia,Mirko
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jernej is feeling the burn.",llama3_8_f3,0,Slovenia,Jernej
I'm so angry at Jernej right now. ,llama3_8_f3,1,Slovenia,Jernej
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Marijan is feeling the burn.",llama3_8_f3,0,Slovenia,Marijan
I'm so angry at Marijan right now. ,llama3_8_f3,1,Slovenia,Marijan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat José is feeling the burn.",llama3_8_f3,0,Spain,José
I'm so angry at José right now. ,llama3_8_f3,1,Spain,José
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Juan is feeling the burn.",llama3_8_f3,0,Spain,Juan
I'm so angry at Juan right now. ,llama3_8_f3,1,Spain,Juan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Francisco is feeling the burn.",llama3_8_f3,0,Spain,Francisco
I'm so angry at Francisco right now. ,llama3_8_f3,1,Spain,Francisco
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Manuel is feeling the burn.",llama3_8_f3,0,Spain,Manuel
I'm so angry at Manuel right now. ,llama3_8_f3,1,Spain,Manuel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Antonio is feeling the burn.",llama3_8_f3,0,Spain,Antonio
I'm so angry at Antonio right now. ,llama3_8_f3,1,Spain,Antonio
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Josep is feeling the burn.",llama3_8_f3,0,Spain,Josep
I'm so angry at Josep right now. ,llama3_8_f3,1,Spain,Josep
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Luis is feeling the burn.",llama3_8_f3,0,Spain,Luis
I'm so angry at Luis right now. ,llama3_8_f3,1,Spain,Luis
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Pedro is feeling the burn.",llama3_8_f3,0,Spain,Pedro
I'm so angry at Pedro right now. ,llama3_8_f3,1,Spain,Pedro
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Joan is feeling the burn.",llama3_8_f3,0,Spain,Joan
I'm so angry at Joan right now. ,llama3_8_f3,1,Spain,Joan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Carlos is feeling the burn.",llama3_8_f3,0,Spain,Carlos
I'm so angry at Carlos right now. ,llama3_8_f3,1,Spain,Carlos
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Fernando is feeling the burn.",llama3_8_f3,0,Spain,Fernando
I'm so angry at Fernando right now. ,llama3_8_f3,1,Spain,Fernando
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miguel is feeling the burn.",llama3_8_f3,0,Spain,Miguel
I'm so angry at Miguel right now. ,llama3_8_f3,1,Spain,Miguel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Rafael is feeling the burn.",llama3_8_f3,0,Spain,Rafael
I'm so angry at Rafael right now. ,llama3_8_f3,1,Spain,Rafael
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ramón is feeling the burn.",llama3_8_f3,0,Spain,Ramón
I'm so angry at Ramón right now. ,llama3_8_f3,1,Spain,Ramón
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Javier is feeling the burn.",llama3_8_f3,0,Spain,Javier
I'm so angry at Javier right now. ,llama3_8_f3,1,Spain,Javier
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jos is feeling the burn.",llama3_8_f3,0,Spain,Jos
I'm so angry at Jos right now. ,llama3_8_f3,1,Spain,Jos
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jesús is feeling the burn.",llama3_8_f3,0,Spain,Jesús
I'm so angry at Jesús right now. ,llama3_8_f3,1,Spain,Jesús
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Enrique is feeling the burn.",llama3_8_f3,0,Spain,Enrique
I'm so angry at Enrique right now. ,llama3_8_f3,1,Spain,Enrique
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Francesc is feeling the burn.",llama3_8_f3,0,Spain,Francesc
I'm so angry at Francesc right now. ,llama3_8_f3,1,Spain,Francesc
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vicente is feeling the burn.",llama3_8_f3,0,Spain,Vicente
I'm so angry at Vicente right now. ,llama3_8_f3,1,Spain,Vicente
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Joaquín is feeling the burn.",llama3_8_f3,0,Spain,Joaquín
I'm so angry at Joaquín right now. ,llama3_8_f3,1,Spain,Joaquín
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Antoni is feeling the burn.",llama3_8_f3,0,Spain,Antoni
I'm so angry at Antoni right now. ,llama3_8_f3,1,Spain,Antoni
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jordi is feeling the burn.",llama3_8_f3,0,Spain,Jordi
I'm so angry at Jordi right now. ,llama3_8_f3,1,Spain,Jordi
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ángel is feeling the burn.",llama3_8_f3,0,Spain,Ángel
I'm so angry at Ángel right now. ,llama3_8_f3,1,Spain,Ángel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jos is feeling the burn.",llama3_8_f3,0,Spain,Jos
I'm so angry at Jos right now. ,llama3_8_f3,1,Spain,Jos
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jos is feeling the burn.",llama3_8_f3,0,Spain,Jos
I'm so angry at Jos right now. ,llama3_8_f3,1,Spain,Jos
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat David is feeling the burn.",llama3_8_f3,0,Spain,David
I'm so angry at David right now. ,llama3_8_f3,1,Spain,David
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Diego is feeling the burn.",llama3_8_f3,0,Spain,Diego
I'm so angry at Diego right now. ,llama3_8_f3,1,Spain,Diego
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Eduardo is feeling the burn.",llama3_8_f3,0,Spain,Eduardo
I'm so angry at Eduardo right now. ,llama3_8_f3,1,Spain,Eduardo
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jaume is feeling the burn.",llama3_8_f3,0,Spain,Jaume
I'm so angry at Jaume right now. ,llama3_8_f3,1,Spain,Jaume
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Alberto is feeling the burn.",llama3_8_f3,0,Spain,Alberto
I'm so angry at Alberto right now. ,llama3_8_f3,1,Spain,Alberto
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Pere is feeling the burn.",llama3_8_f3,0,Spain,Pere
I'm so angry at Pere right now. ,llama3_8_f3,1,Spain,Pere
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Pablo is feeling the burn.",llama3_8_f3,0,Spain,Pablo
I'm so angry at Pablo right now. ,llama3_8_f3,1,Spain,Pablo
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Santiago is feeling the burn.",llama3_8_f3,0,Spain,Santiago
I'm so angry at Santiago right now. ,llama3_8_f3,1,Spain,Santiago
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Salvador is feeling the burn.",llama3_8_f3,0,Spain,Salvador
I'm so angry at Salvador right now. ,llama3_8_f3,1,Spain,Salvador
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ricardo is feeling the burn.",llama3_8_f3,0,Spain,Ricardo
I'm so angry at Ricardo right now. ,llama3_8_f3,1,Spain,Ricardo
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Emilio is feeling the burn.",llama3_8_f3,0,Spain,Emilio
I'm so angry at Emilio right now. ,llama3_8_f3,1,Spain,Emilio
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lluís is feeling the burn.",llama3_8_f3,0,Spain,Lluís
I'm so angry at Lluís right now. ,llama3_8_f3,1,Spain,Lluís
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Daniel is feeling the burn.",llama3_8_f3,0,Spain,Daniel
I'm so angry at Daniel right now. ,llama3_8_f3,1,Spain,Daniel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ramon is feeling the burn.",llama3_8_f3,0,Spain,Ramon
I'm so angry at Ramon right now. ,llama3_8_f3,1,Spain,Ramon
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Miquel is feeling the burn.",llama3_8_f3,0,Spain,Miquel
I'm so angry at Miquel right now. ,llama3_8_f3,1,Spain,Miquel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Mariano is feeling the burn.",llama3_8_f3,0,Spain,Mariano
I'm so angry at Mariano right now. ,llama3_8_f3,1,Spain,Mariano
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Alfonso is feeling the burn.",llama3_8_f3,0,Spain,Alfonso
I'm so angry at Alfonso right now. ,llama3_8_f3,1,Spain,Alfonso
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ignacio is feeling the burn.",llama3_8_f3,0,Spain,Ignacio
I'm so angry at Ignacio right now. ,llama3_8_f3,1,Spain,Ignacio
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jorge is feeling the burn.",llama3_8_f3,0,Spain,Jorge
I'm so angry at Jorge right now. ,llama3_8_f3,1,Spain,Jorge
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Julio is feeling the burn.",llama3_8_f3,0,Spain,Julio
I'm so angry at Julio right now. ,llama3_8_f3,1,Spain,Julio
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Andrés is feeling the burn.",llama3_8_f3,0,Spain,Andrés
I'm so angry at Andrés right now. ,llama3_8_f3,1,Spain,Andrés
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Alejandro is feeling the burn.",llama3_8_f3,0,Spain,Alejandro
I'm so angry at Alejandro right now. ,llama3_8_f3,1,Spain,Alejandro
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Xavier is feeling the burn.",llama3_8_f3,0,Spain,Xavier
I'm so angry at Xavier right now. ,llama3_8_f3,1,Spain,Xavier
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Francisc is feeling the burn.",llama3_8_f3,0,Spain,Francisc
I'm so angry at Francisc right now. ,llama3_8_f3,1,Spain,Francisc
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Carl is feeling the burn.",llama3_8_f3,0,Sweden,Carl
I'm so angry at Carl right now. ,llama3_8_f3,1,Sweden,Carl
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Johan is feeling the burn.",llama3_8_f3,0,Sweden,Johan
I'm so angry at Johan right now. ,llama3_8_f3,1,Sweden,Johan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Erik is feeling the burn.",llama3_8_f3,0,Sweden,Erik
I'm so angry at Erik right now. ,llama3_8_f3,1,Sweden,Erik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Anders is feeling the burn.",llama3_8_f3,0,Sweden,Anders
I'm so angry at Anders right now. ,llama3_8_f3,1,Sweden,Anders
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lars is feeling the burn.",llama3_8_f3,0,Sweden,Lars
I'm so angry at Lars right now. ,llama3_8_f3,1,Sweden,Lars
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gustaf is feeling the burn.",llama3_8_f3,0,Sweden,Gustaf
I'm so angry at Gustaf right now. ,llama3_8_f3,1,Sweden,Gustaf
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Nils is feeling the burn.",llama3_8_f3,0,Sweden,Nils
I'm so angry at Nils right now. ,llama3_8_f3,1,Sweden,Nils
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Per is feeling the burn.",llama3_8_f3,0,Sweden,Per
I'm so angry at Per right now. ,llama3_8_f3,1,Sweden,Per
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Sven is feeling the burn.",llama3_8_f3,0,Sweden,Sven
I'm so angry at Sven right now. ,llama3_8_f3,1,Sweden,Sven
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hans is feeling the burn.",llama3_8_f3,0,Sweden,Hans
I'm so angry at Hans right now. ,llama3_8_f3,1,Sweden,Hans
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Fredrik is feeling the burn.",llama3_8_f3,0,Sweden,Fredrik
I'm so angry at Fredrik right now. ,llama3_8_f3,1,Sweden,Fredrik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Karl is feeling the burn.",llama3_8_f3,0,Sweden,Karl
I'm so angry at Karl right now. ,llama3_8_f3,1,Sweden,Karl
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gunnar is feeling the burn.",llama3_8_f3,0,Sweden,Gunnar
I'm so angry at Gunnar right now. ,llama3_8_f3,1,Sweden,Gunnar
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Peter is feeling the burn.",llama3_8_f3,0,Sweden,Peter
I'm so angry at Peter right now. ,llama3_8_f3,1,Sweden,Peter
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Axel is feeling the burn.",llama3_8_f3,0,Sweden,Axel
I'm so angry at Axel right now. ,llama3_8_f3,1,Sweden,Axel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bengt is feeling the burn.",llama3_8_f3,0,Sweden,Bengt
I'm so angry at Bengt right now. ,llama3_8_f3,1,Sweden,Bengt
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Magnus is feeling the burn.",llama3_8_f3,0,Sweden,Magnus
I'm so angry at Magnus right now. ,llama3_8_f3,1,Sweden,Magnus
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jan is feeling the burn.",llama3_8_f3,0,Sweden,Jan
I'm so angry at Jan right now. ,llama3_8_f3,1,Sweden,Jan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Olof is feeling the burn.",llama3_8_f3,0,Sweden,Olof
I'm so angry at Olof right now. ,llama3_8_f3,1,Sweden,Olof
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jonas is feeling the burn.",llama3_8_f3,0,Sweden,Jonas
I'm so angry at Jonas right now. ,llama3_8_f3,1,Sweden,Jonas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Henrik is feeling the burn.",llama3_8_f3,0,Sweden,Henrik
I'm so angry at Henrik right now. ,llama3_8_f3,1,Sweden,Henrik
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat John is feeling the burn.",llama3_8_f3,0,Sweden,John
I'm so angry at John right now. ,llama3_8_f3,1,Sweden,John
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Daniel is feeling the burn.",llama3_8_f3,0,Sweden,Daniel
I'm so angry at Daniel right now. ,llama3_8_f3,1,Sweden,Daniel
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Martin is feeling the burn.",llama3_8_f3,0,Sweden,Martin
I'm so angry at Martin right now. ,llama3_8_f3,1,Sweden,Martin
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lennart is feeling the burn.",llama3_8_f3,0,Sweden,Lennart
I'm so angry at Lennart right now. ,llama3_8_f3,1,Sweden,Lennart
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gösta is feeling the burn.",llama3_8_f3,0,Sweden,Gösta
I'm so angry at Gösta right now. ,llama3_8_f3,1,Sweden,Gösta
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Göran is feeling the burn.",llama3_8_f3,0,Sweden,Göran
I'm so angry at Göran right now. ,llama3_8_f3,1,Sweden,Göran
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Björn is feeling the burn.",llama3_8_f3,0,Sweden,Björn
I'm so angry at Björn right now. ,llama3_8_f3,1,Sweden,Björn
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Åke is feeling the burn.",llama3_8_f3,0,Sweden,Åke
I'm so angry at Åke right now. ,llama3_8_f3,1,Sweden,Åke
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bo is feeling the burn.",llama3_8_f3,0,Sweden,Bo
I'm so angry at Bo right now. ,llama3_8_f3,1,Sweden,Bo
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Stefan is feeling the burn.",llama3_8_f3,0,Sweden,Stefan
I'm so angry at Stefan right now. ,llama3_8_f3,1,Sweden,Stefan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Mats is feeling the burn.",llama3_8_f3,0,Sweden,Mats
I'm so angry at Mats right now. ,llama3_8_f3,1,Sweden,Mats
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Thomas is feeling the burn.",llama3_8_f3,0,Sweden,Thomas
I'm so angry at Thomas right now. ,llama3_8_f3,1,Sweden,Thomas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ulf is feeling the burn.",llama3_8_f3,0,Sweden,Ulf
